,fbmanager.csv,psycle.csv,qgis.csv,emeraldemu.csv,bochs.csv,bl-toolkit.csv,unimrcp.csv,sbml.csv,wow-qrsk.csv,plplot.csv,openmalaria.csv,modellus.csv,ardour.csv,powerfolder.csv,pi-qmc.csv
ardour.csv,0.51,0.56,0.56,0.56,0.37,0.47,0.27,0.6,0.45,0.46,0.28,0.5,0.97,0.19,0.41
bl-toolkit.csv,0.38,0.44,0.6,0.35,0.44,1.0,0.44,0.43,0.28,0.43,0.59,0.67,0.57,0.09,0.27
bochs.csv,0.45,0.63,0.58,0.5,0.94,0.72,0.42,0.63,0.41,0.31,0.54,0.53,0.7,0.1,0.62
emeraldemu.csv,0.39,0.37,0.42,0.99,0.33,0.23,0.24,0.46,0.43,0.32,0.37,0.32,0.6,0.11,0.34
fbmanager.csv,0.99,0.54,0.45,0.5,0.56,0.2,0.46,0.72,0.4,0.5,0.48,0.32,0.67,0.12,0.43
modellus.csv,0.47,0.49,0.6,0.53,0.62,0.64,0.65,0.6,0.51,0.45,0.58,0.98,0.66,0.03,0.33
openmalaria.csv,0.68,0.73,0.58,0.51,0.47,0.7,0.55,0.69,0.39,0.46,0.99,0.65,0.67,0.16,0.56
pi-qmc.csv,0.48,0.48,0.67,0.48,0.45,0.69,0.41,0.74,0.37,0.52,0.6,0.69,0.69,0.22,0.93
plplot.csv,0.67,0.66,0.63,0.5,0.62,0.76,0.52,0.71,0.35,0.95,0.63,0.68,0.72,0.07,0.46
powerfolder.csv,0.0,0.0,0.0,0.03,0.02,0.04,0.0,0.0,0.02,0.0,0.0,0.17,0.02,1.0,0.0
psycle.csv,0.7,0.97,0.62,0.51,0.59,0.71,0.4,0.77,0.39,0.48,0.64,0.7,0.73,0.05,0.41
qgis.csv,0.48,0.66,0.98,0.55,0.55,0.56,0.46,0.67,0.42,0.52,0.45,0.6,0.7,0.17,0.53
sbml.csv,0.61,0.74,0.61,0.51,0.59,0.75,0.52,0.99,0.38,0.54,0.66,0.66,0.69,0.06,0.6
unimrcp.csv,0.36,0.48,0.41,0.54,0.32,0.26,0.98,0.46,0.41,0.3,0.31,0.57,0.52,0.26,0.39
wow-qrsk.csv,0.46,0.54,0.53,0.56,0.49,0.42,0.3,0.58,0.97,0.33,0.5,0.58,0.64,0.13,0.34
