,fbmanager.csv,psycle.csv,qgis.csv,emeraldemu.csv,bochs.csv,bl-toolkit.csv,unimrcp.csv,sbml.csv,wow-qrsk.csv,plplot.csv,openmalaria.csv,modellus.csv,ardour.csv,powerfolder.csv,pi-qmc.csv
ardour.csv,0.38,0.44,0.44,0.6,0.27,0.34,0.37,0.51,0.6,0.38,0.19,0.38,0.95,1.0,0.32
bl-toolkit.csv,0.29,0.32,0.61,0.51,0.5,1.0,1.0,0.34,0.54,0.62,0.64,0.7,0.55,0.8,0.5
bochs.csv,0.38,0.56,0.71,0.71,0.94,0.68,0.33,0.5,0.82,0.29,0.52,0.47,0.7,0.6,0.68
emeraldemu.csv,0.26,0.23,0.33,0.98,0.23,0.14,0.15,0.32,0.52,0.29,0.24,0.27,0.52,0.4,0.23
fbmanager.csv,0.97,0.42,0.37,0.58,0.83,0.12,0.63,0.64,0.57,0.48,0.4,0.22,0.62,0.4,0.36
modellus.csv,0.35,0.34,0.52,0.59,0.6,0.54,0.74,0.5,0.65,0.43,0.5,0.98,0.69,0.2,0.36
openmalaria.csv,0.71,0.64,0.64,0.84,0.51,0.66,0.85,0.61,0.79,0.71,0.98,0.84,0.75,1.0,0.73
pi-qmc.csv,0.53,0.38,0.8,0.69,0.43,0.66,0.93,0.74,0.72,0.67,0.55,0.71,0.7,1.0,0.91
plplot.csv,0.82,0.67,0.81,0.85,0.97,0.78,0.93,0.74,0.94,0.9,0.86,0.79,0.91,0.8,0.36
powerfolder.csv,0.0,0.0,0.0,0.01,0.01,0.02,0.0,0.0,0.01,0.0,0.0,0.09,0.01,1.0,0.0
psycle.csv,0.79,0.96,0.75,0.91,0.89,0.7,0.74,0.8,0.8,0.76,0.88,0.88,0.92,0.6,0.77
qgis.csv,0.38,0.58,0.96,0.65,0.58,0.44,0.48,0.55,0.64,0.57,0.36,0.55,0.7,0.8,0.45
sbml.csv,0.68,0.75,0.73,0.87,0.97,0.74,0.81,1.0,0.88,0.67,0.79,0.72,0.77,0.6,0.73
unimrcp.csv,0.24,0.34,0.29,0.52,0.22,0.16,1.0,0.3,0.46,0.24,0.19,0.51,0.41,1.0,0.27
wow-qrsk.csv,0.32,0.41,0.42,0.56,0.43,0.28,0.26,0.43,0.94,0.33,0.38,0.5,0.55,0.8,0.23
