,etics.csv,arianne.csv,linuxsh.csv,openmeetings.csv,scite-ru.csv,ifmo-game-1.csv,mvdsv.csv,plato.csv,flexpay.csv,vrjuggler.csv,projecteqemu.csv,uclmda.csv,jcl.csv,chrysalis.csv
arianne.csv,0.26,0.0,0.82,0.16,0.27,0.53,0.83,0.5,0.55,0.44,0.22,0.5,0.48,0.6
chrysalis.csv,0.05,0.16,0.05,0.1,0.0,0.01,0.0,0.25,0.07,0.0,0.0,0.0,0.1,0.0
etics.csv,0.0,0.21,0.13,0.33,0.54,0.48,0.19,0.5,0.33,0.47,0.53,0.83,0.41,0.13
flexpay.csv,0.38,0.87,0.04,0.61,0.81,0.51,0.43,0.75,0.0,0.73,0.64,0.33,0.37,0.26
ifmo-game-1.csv,0.0,0.0,0.02,0.0,0.08,0.0,0.0,0.12,0.0,0.0,0.04,0.0,0.11,0.0
jcl.csv,0.38,0.49,0.51,0.67,0.37,0.17,0.27,0.0,0.05,0.81,0.29,0.33,0.0,0.14
linuxsh.csv,0.55,0.25,0.0,0.04,0.04,0.09,0.11,0.38,0.12,0.02,0.27,0.0,0.04,0.02
mvdsv.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0
openmeetings.csv,0.14,0.07,0.15,0.0,0.27,0.29,0.17,0.5,0.26,0.37,0.27,0.17,0.59,0.16
plato.csv,0.67,0.44,0.05,0.33,0.33,0.73,0.13,0.0,0.72,0.56,0.58,0.33,0.61,0.67
projecteqemu.csv,0.05,0.08,0.2,0.09,0.23,0.21,0.14,0.38,0.22,0.19,0.0,0.33,0.37,0.17
scite-ru.csv,0.95,0.85,0.42,0.79,0.04,0.57,0.59,0.88,0.86,0.25,0.29,1.0,0.97,0.79
uclmda.csv,0.05,0.28,0.56,0.21,0.44,0.12,0.48,0.25,0.34,0.85,0.4,0.0,0.25,0.22
vrjuggler.csv,0.9,0.92,0.25,0.97,0.73,0.66,0.51,0.88,0.89,0.0,0.8,1.0,0.75,0.87
