,etics.csv,arianne.csv,linuxsh.csv,openmeetings.csv,scite-ru.csv,ifmo-game-1.csv,mvdsv.csv,plato.csv,flexpay.csv,vrjuggler.csv,projecteqemu.csv,uclmda.csv,jcl.csv,chrysalis.csv
arianne.csv,0.8,0.52,0.46,0.75,0.94,0.56,0.43,0.54,0.54,0.71,0.94,0.3,0.59,0.69
chrysalis.csv,0.75,0.96,0.75,0.95,0.0,0.0,0.5,0.56,0.97,0.0,0.0,0.5,0.93,0.88
etics.csv,0.67,0.73,0.91,0.6,0.47,0.52,0.62,0.62,0.66,0.62,0.4,0.47,0.43,0.95
flexpay.csv,0.79,0.42,0.67,0.56,0.45,0.71,0.93,0.51,0.99,0.45,0.71,0.67,0.83,0.59
ifmo-game-1.csv,0.0,0.5,0.0,0.0,0.83,0.86,0.0,0.0,0.5,0.0,0.9,0.0,0.93,0.0
jcl.csv,0.81,0.74,0.7,0.57,0.45,0.92,0.79,0.0,0.96,0.44,0.69,0.92,0.89,0.95
linuxsh.csv,0.65,0.98,0.9,0.8,0.67,0.88,0.86,0.92,0.99,0.0,0.86,0.88,0.83,0.86
mvdsv.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.5,0.0,0.0,0.0
openmeetings.csv,0.58,0.96,0.73,0.95,0.65,0.76,0.92,0.8,0.62,0.65,0.56,0.42,0.56,0.83
plato.csv,0.5,0.51,0.8,0.49,0.65,0.48,0.88,0.45,0.43,0.39,0.49,0.29,0.63,0.53
projecteqemu.csv,0.86,0.96,0.77,0.91,0.57,0.76,0.73,0.58,0.79,0.85,0.61,0.89,0.43,0.96
scite-ru.csv,0.42,0.42,0.59,0.47,0.64,0.55,0.41,0.53,0.45,0.82,0.45,0.3,0.38,0.59
uclmda.csv,0.67,0.54,0.51,0.57,0.48,0.89,0.44,0.67,0.47,0.42,0.53,0.26,0.61,0.65
vrjuggler.csv,0.46,0.41,0.61,0.41,0.41,0.59,0.53,0.46,0.44,0.94,0.4,0.47,0.46,0.54
