,etics.csv,arianne.csv,linuxsh.csv,openmeetings.csv,scite-ru.csv,ifmo-game-1.csv,mvdsv.csv,plato.csv,flexpay.csv,vrjuggler.csv,projecteqemu.csv,uclmda.csv,jcl.csv,chrysalis.csv
arianne.csv,0.35,0.98,0.48,0.5,0.17,0.55,0.28,0.48,0.5,0.56,0.26,0.72,0.66,0.49
chrysalis.csv,0.18,0.11,0.11,0.46,0.06,0.0,0.38,0.37,0.09,0.0,0.0,0.48,0.34,0.97
etics.csv,0.93,0.33,0.41,0.6,0.54,0.66,0.69,0.24,0.38,0.4,0.65,0.33,0.52,0.13
flexpay.csv,0.26,0.4,0.11,0.54,0.45,0.44,0.0,0.55,0.91,0.63,0.27,0.01,0.33,0.37
ifmo-game-1.csv,0.0,0.02,0.0,0.06,0.12,1.0,0.0,0.0,0.0,0.0,0.26,0.0,0.25,0.0
jcl.csv,0.41,0.28,0.46,0.35,0.5,0.0,0.37,0.02,0.05,0.51,0.4,0.07,0.69,0.13
linuxsh.csv,0.58,0.19,0.93,0.0,0.06,0.17,0.0,0.24,0.26,0.0,0.32,0.31,0.17,0.18
mvdsv.csv,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0
openmeetings.csv,0.51,0.23,0.31,0.96,0.33,0.47,0.38,0.16,0.37,0.57,0.59,0.58,0.74,0.34
plato.csv,0.43,0.58,0.21,0.68,0.33,0.6,0.0,1.0,0.56,0.69,0.5,0.86,0.37,0.59
projecteqemu.csv,0.43,0.21,0.21,0.55,0.47,0.17,0.97,0.24,0.25,0.14,0.93,0.05,0.64,0.18
scite-ru.csv,0.2,0.44,0.56,0.55,0.95,0.63,0.59,0.36,0.41,0.14,0.48,0.0,0.13,0.49
uclmda.csv,0.1,0.37,0.64,0.59,0.49,0.0,0.36,0.28,0.51,0.42,0.42,1.0,0.4,0.3
vrjuggler.csv,0.3,0.29,0.4,0.13,0.6,0.58,0.83,0.4,0.35,1.0,0.52,0.0,0.55,0.38
