,gtad.csv,kaffeine.csv,sarasvati.csv,taokgame.csv,scen-connect.csv,jaxen.csv,jsr308-langtools.csv,continuum-ide.csv,zabbix.csv,carabiner.csv,free-evolution.csv,qedo.csv,jruby.csv,oorexx.csv
carabiner.csv,0.68,0.0,0.16,0.76,0.59,0.61,0.1,0.69,0.53,0.24,0.38,0.49,0.74,0.44
continuum-ide.csv,0.01,0.36,0.08,0.15,0.05,0.12,0.5,0.28,0.0,0.04,0.14,0.34,0.21,0.16
free-evolution.csv,0.48,0.09,0.48,0.7,0.69,0.22,0.7,0.9,0.07,0.59,0.36,0.44,0.63,1.0
gtad.csv,0.15,0.0,0.18,0.16,0.34,0.06,0.0,0.33,0.0,0.12,0.13,0.26,0.21,0.16
jaxen.csv,0.85,1.0,0.55,0.35,0.89,0.1,0.75,0.82,0.12,0.84,0.54,0.61,0.84,0.76
jruby.csv,0.11,0.27,0.51,0.63,0.85,0.76,0.95,0.95,0.62,0.98,0.14,0.84,0.42,0.96
jsr308-langtools.csv,0.49,0.0,0.53,0.54,0.72,0.55,0.1,0.64,0.42,0.55,0.5,0.22,0.63,0.2
kaffeine.csv,0.94,0.09,0.42,0.35,0.54,0.48,0.9,0.77,0.89,0.24,0.58,0.54,0.47,0.64
oorexx.csv,0.01,0.0,0.47,0.24,0.59,0.0,0.05,0.05,0.13,0.04,0.42,0.17,0.11,0.32
qedo.csv,0.24,0.91,0.17,0.17,0.05,0.11,0.35,0.33,0.27,0.02,0.61,0.23,0.11,0.36
sarasvati.csv,0.52,0.0,0.3,0.33,0.31,0.77,0.25,0.51,0.84,0.37,0.17,0.5,0.47,0.16
taokgame.csv,0.27,0.0,0.17,0.11,0.2,0.21,0.25,0.15,0.29,0.22,0.03,0.08,0.05,0.04
zabbix.csv,0.63,0.0,0.19,0.44,0.07,0.27,0.3,0.13,0.14,0.2,0.4,0.43,0.42,0.4
