,brlcad.csv,jmri.csv,critterding.csv,popeye-chess.csv,alpine.csv,yarp.csv,nabu-library.csv,biodwh.csv
alpine.csv,0.25,0.48,0.45,0.44,0.21,0.4,0.51,0.12
biodwh.csv,0.15,0.7,0.61,0.88,0.12,0.42,0.93,0.5
brlcad.csv,0.4,0.56,0.43,0.79,0.24,0.48,0.51,0.27
critterding.csv,0.25,0.46,0.68,0.48,0.08,0.38,0.46,0.16
jmri.csv,0.09,0.64,0.63,0.79,0.13,0.43,0.24,0.18
nabu-library.csv,0.32,0.46,0.43,0.54,0.08,0.43,0.79,0.05
popeye-chess.csv,0.37,0.53,0.48,0.68,0.11,0.53,0.71,0.14
yarp.csv,0.0,0.48,0.75,0.5,0.05,0.57,0.47,0.15
