,kmatplot.csv,dynalloy.csv,applet2app.csv,cities3d.csv,genecys.csv,xemeiah.csv,ossbuild.csv,nabu-library.csv,modplug.csv,enzo.csv,xined.csv,nebuladevice.csv,autowikibrowser.csv,biodwh.csv,natpad.csv
applet2app.csv,0.46,0.56,0.48,0.56,0.38,0.51,0.39,0.71,0.45,0.38,0.33,0.49,0.45,0.42,0.4
autowikibrowser.csv,0.41,0.41,0.37,0.35,0.31,0.36,0.31,0.39,0.33,0.33,0.33,0.32,0.37,0.33,0.33
biodwh.csv,0.66,0.92,0.6,0.98,0.36,0.61,0.46,0.9,0.48,0.48,0.62,0.59,0.83,0.6,0.39
cities3d.csv,0.59,0.73,0.53,0.59,0.0,0.86,0.0,0.96,0.71,0.94,0.0,0.35,0.62,0.38,0.0
dynalloy.csv,0.5,0.71,0.59,0.48,0.49,0.58,0.79,0.91,0.64,0.59,0.4,0.48,0.57,0.76,0.58
enzo.csv,0.4,0.41,0.43,0.35,0.45,0.4,0.41,0.48,0.37,0.36,0.45,0.33,0.4,0.34,0.43
genecys.csv,0.54,0.43,0.49,0.43,0.46,0.45,0.42,0.6,0.39,0.46,0.39,0.35,0.49,0.34,0.45
kmatplot.csv,0.5,0.52,0.46,0.5,0.64,0.8,0.95,0.92,0.8,0.0,0.67,0.32,0.58,0.39,0.5
modplug.csv,0.39,0.45,0.45,0.33,0.46,0.46,0.42,0.6,0.45,0.54,0.37,0.39,0.39,0.34,0.44
nabu-library.csv,0.53,0.69,0.98,0.97,0.8,0.55,0.6,0.52,0.51,0.55,0.83,0.67,0.72,0.93,0.52
natpad.csv,0.62,0.41,0.55,0.98,0.48,0.52,0.42,0.6,0.75,0.75,0.36,0.93,0.85,0.4,0.39
nebuladevice.csv,0.85,0.96,0.65,0.86,0.73,0.83,0.91,0.87,0.75,0.95,0.0,0.53,0.83,0.91,0.0
ossbuild.csv,0.49,0.53,0.64,0.4,0.51,0.53,0.99,0.73,0.68,0.95,0.45,0.89,0.39,0.74,0.78
xemeiah.csv,0.43,0.4,0.45,0.52,0.38,0.52,0.35,0.65,0.4,0.49,0.33,0.57,0.59,0.37,0.38
xined.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0
