,pclasses.csv,olap-navigator.csv,re2c.csv,tzod.csv,wxcrp.csv,atlc.csv,konversation.csv,co-ode-owl-plugins.csv,etherboot.csv,boost-sandbox.csv,plato.csv,freebios.csv,clamav.csv,miranda-icq.csv,jasperreports.csv,frogatto.csv,rebecca-aiml.csv,glelite.csv
atlc.csv,0.53,0.69,0.64,0.3,0.56,0.82,0.63,0.24,0.51,0.46,0.48,0.47,0.75,0.6,0.37,0.2,0.2,0.0
boost-sandbox.csv,0.61,0.51,0.2,0.28,0.43,0.6,0.42,0.66,0.21,0.64,0.44,0.46,0.43,0.45,0.51,0.39,0.44,0.19
clamav.csv,0.68,0.34,0.63,0.66,0.72,0.72,0.68,0.47,0.5,0.21,0.0,0.33,0.82,0.6,0.68,0.67,0.54,0.6
co-ode-owl-plugins.csv,0.39,0.46,0.75,0.52,0.45,0.49,0.6,0.75,0.35,0.46,0.2,0.54,0.29,0.52,0.24,0.71,0.51,0.5
etherboot.csv,0.17,0.38,0.0,0.22,0.07,0.0,0.27,0.13,0.58,0.1,0.55,0.07,0.0,0.0,0.0,0.57,0.0,0.0
freebios.csv,0.58,0.48,0.57,0.34,0.42,0.35,0.19,0.67,0.46,0.52,0.37,0.79,0.41,0.43,0.46,0.55,0.49,0.48
frogatto.csv,0.46,0.57,0.17,0.71,0.71,0.65,0.37,0.27,0.54,0.46,0.38,0.43,0.65,0.43,0.0,0.64,0.54,0.84
glelite.csv,0.38,0.38,0.0,0.62,0.61,0.13,0.17,0.32,0.3,0.44,0.71,0.39,0.0,0.05,0.09,0.57,0.23,0.97
jasperreports.csv,0.6,0.35,0.38,0.38,0.54,0.64,0.24,0.13,0.52,0.65,0.0,0.51,0.29,0.55,0.97,0.3,0.2,0.0
konversation.csv,0.31,0.7,0.38,0.44,0.44,0.28,0.76,0.26,0.53,0.53,0.26,0.17,0.24,0.31,0.93,0.23,0.18,0.23
miranda-icq.csv,0.54,0.54,0.37,0.63,0.49,0.0,0.73,0.2,0.55,0.67,0.5,0.4,0.45,0.63,0.84,0.41,0.42,0.38
olap-navigator.csv,0.4,0.84,0.37,0.61,0.59,0.26,0.73,0.0,0.6,0.61,0.43,0.47,0.29,0.31,0.9,0.41,0.26,0.33
pclasses.csv,0.9,0.54,0.2,0.53,0.58,0.0,0.62,0.58,0.06,0.28,0.54,0.1,0.59,0.0,0.29,0.22,0.38,0.14
plato.csv,0.38,0.36,0.0,0.3,0.13,0.0,0.05,0.47,0.0,0.0,0.84,0.0,0.0,0.0,0.09,0.0,0.05,0.7
re2c.csv,0.21,0.42,1.0,0.47,0.33,0.33,0.1,0.7,0.27,0.3,0.29,0.55,0.34,0.37,0.05,0.39,0.7,0.4
rebecca-aiml.csv,0.11,0.49,0.79,0.58,0.66,0.18,0.65,0.35,0.58,0.4,0.66,0.26,0.29,0.5,0.68,0.73,0.83,0.58
tzod.csv,0.3,0.28,0.36,0.61,0.6,0.73,0.6,0.3,0.58,0.4,0.55,0.35,0.69,0.55,0.71,0.56,0.49,0.46
wxcrp.csv,0.66,0.58,0.0,0.64,0.61,0.0,0.67,0.61,0.0,0.21,0.64,0.43,0.39,0.46,0.26,0.44,0.26,0.68
