,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv
maidsafe-dht.csv,0.12,1.0,0.28,0.2
n2cms.csv,0.93,0.6,0.31,0.53
nassp.csv,0.14,0.48,0.14,1.0
nug.csv,0.67,0.4,0.95,0.53
