,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,jcl.csv,quantlib.csv
chipster.csv,1.0,0.61,0.54,1.0,0.86,0.48,0.63,0.96,0.79,1.0
fontforge.csv,0.98,0.86,1.0,1.0,1.0,0.61,0.96,0.28,0.99,0.98
hatari.csv,0.63,0.48,0.41,0.8,0.83,0.58,0.79,0.94,0.91,0.78
jcl.csv,0.71,0.54,0.66,0.69,0.57,0.6,0.69,0.67,0.42,0.75
ltp.csv,0.71,0.76,0.8,0.62,0.49,0.69,0.85,0.69,0.84,0.68
net-snmp.csv,0.53,0.64,0.7,0.84,0.64,0.78,0.27,0.63,0.87,0.79
opde.csv,1.0,0.6,1.0,0.53,1.0,0.66,0.31,1.0,0.84,0.87
powerfolder-.csv,0.62,0.37,0.65,0.83,0.79,0.73,0.29,0.59,0.75,0.72
quantlib.csv,1.0,0.97,1.0,1.0,1.0,0.94,1.0,1.0,1.0,0.58
