,ldview.csv,fw4spl.csv,qlc.csv,oppna-program-hsatools.csv,gwanted.csv,lcfizvtop.csv,grisbi.csv,libmesh.csv,glas.csv,somap.csv,wxcode.csv,mediaportal.csv,codepurge.csv,ambulant.csv,xcf.csv,olex2.csv,arm-webradio.csv
ambulant.csv,0.71,0.5,0.61,0.62,0.5,0.45,0.48,0.54,0.59,0.56,0.86,0.52,0.29,0.95,0.69,0.58,0.43
arm-webradio.csv,0.24,0.46,0.56,0.33,0.39,0.73,0.52,0.27,0.38,0.35,0.29,0.47,0.42,0.37,0.38,0.53,1.0
codepurge.csv,0.24,0.35,0.11,0.18,0.21,0.36,0.18,0.12,0.0,0.08,0.57,0.52,0.92,0.29,0.12,0.22,0.31
fw4spl.csv,0.62,0.94,0.39,0.11,0.32,0.45,0.36,0.5,0.27,0.19,0.29,0.22,0.29,0.56,0.34,0.12,0.34
glas.csv,0.38,0.65,0.61,0.43,0.64,0.55,0.41,0.19,0.97,0.56,0.0,0.52,0.46,0.39,0.47,0.33,0.37
grisbi.csv,0.9,1.0,0.78,0.9,0.68,1.0,0.98,0.77,0.7,0.76,0.71,0.95,0.92,0.73,0.75,0.95,1.0
gwanted.csv,0.43,0.1,0.0,0.13,0.89,0.09,0.02,0.04,0.0,0.15,0.0,0.43,0.0,0.1,0.19,0.13,0.31
lcfizvtop.csv,0.48,0.42,0.39,0.09,0.25,0.91,0.08,0.12,0.11,0.18,0.57,0.43,0.29,0.2,0.19,0.27,0.06
ldview.csv,0.95,0.29,0.61,0.28,0.43,0.18,0.38,0.5,0.14,0.39,0.57,0.36,0.12,0.44,0.12,0.23,0.49
libmesh.csv,0.33,0.29,0.0,0.82,0.75,0.09,0.15,0.88,0.32,0.58,0.57,0.35,0.04,0.32,0.78,0.18,0.23
mediaportal.csv,0.0,0.02,0.11,0.77,0.61,0.0,0.0,0.04,0.0,0.82,0.14,0.89,0.0,0.0,0.81,0.0,0.0
olex2.csv,0.38,0.35,0.56,0.55,0.54,0.45,0.53,0.23,0.38,0.32,0.71,0.4,0.29,0.37,0.09,1.0,0.26
oppna-program-hsatools.csv,0.57,0.9,0.94,1.0,0.93,0.91,0.89,0.69,0.76,0.96,1.0,0.93,0.75,0.93,0.69,0.72,0.6
qlc.csv,0.33,0.17,0.94,0.01,0.11,0.09,0.15,0.23,0.08,0.03,0.43,0.11,0.0,0.32,0.16,0.05,0.0
somap.csv,1.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.82,1.0,1.0,1.0,1.0,1.0
wxcode.csv,0.19,0.02,0.0,0.01,0.0,0.0,0.09,0.04,0.0,0.01,0.71,0.05,0.04,0.02,0.03,0.12,0.0
xcf.csv,0.52,0.58,0.78,0.58,0.79,0.55,0.52,0.15,0.76,0.64,0.57,0.93,0.42,0.59,0.88,0.83,0.8
