,rhex.csv,qgo.csv,firebird.csv,applet2app.csv,yield.csv,cities3d.csv,hydrogen.csv,xined.csv,lphant.csv,open-ms.csv
applet2app.csv,0.25,0.93,0.81,0.51,0.82,0.19,0.32,0.25,0.5,0.3
cities3d.csv,0.0,0.49,0.76,0.36,0.64,0.17,0.32,0.0,0.57,0.24
firebird.csv,0.19,0.56,0.67,0.49,0.78,0.12,0.31,0.22,0.39,0.27
hydrogen.csv,0.18,0.46,0.52,0.36,0.48,0.08,0.41,0.0,0.4,0.2
lphant.csv,0.21,0.66,0.6,0.49,0.57,0.2,0.29,0.25,0.71,0.24
open-ms.csv,0.16,0.6,0.57,0.37,0.92,0.09,0.41,0.28,0.71,0.25
qgo.csv,0.14,0.84,0.55,0.48,0.62,0.09,0.26,0.2,0.4,0.22
rhex.csv,0.31,0.52,0.48,0.33,0.48,0.09,0.33,0.25,1.0,0.22
xined.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0
yield.csv,0.15,0.54,0.61,0.4,0.78,0.09,0.23,0.22,0.5,0.23
