,rhex.csv,qgo.csv,firebird.csv,applet2app.csv,yield.csv,cities3d.csv,hydrogen.csv,xined.csv,lphant.csv,open-ms.csv
applet2app.csv,0.75,0.67,0.72,0.49,0.49,0.58,0.52,0.34,0.38,0.55
cities3d.csv,0.0,0.38,0.97,0.54,0.93,0.61,0.6,0.0,0.86,0.42
firebird.csv,0.63,0.5,0.44,0.48,0.54,0.35,0.53,0.37,0.34,0.57
hydrogen.csv,0.47,0.37,0.39,0.42,0.44,0.35,0.53,0.5,0.35,0.39
lphant.csv,0.4,0.38,0.39,0.41,0.42,0.62,0.51,0.44,0.43,0.42
open-ms.csv,0.53,0.35,0.37,0.52,0.92,0.44,0.65,0.5,0.86,0.6
qgo.csv,0.38,0.42,0.33,0.39,0.42,0.3,0.43,0.35,0.34,0.39
rhex.csv,0.53,0.36,0.52,0.59,0.68,0.62,0.67,0.88,0.0,0.7
xined.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0
yield.csv,0.43,0.37,0.37,0.46,0.5,0.34,0.55,0.37,0.35,0.4
