,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,xinity.csv,gss.csv,linux-ntfs.csv,growl-for-windows.csv,libarchive.csv
awemud.csv,0.43,0.41,0.59,0.81,0.41,0.46,0.56,0.5,0.75,0.0,0.4,0.42,0.43,0.38,0.45,0.5
bullet.csv,0.41,0.4,0.41,0.62,0.43,0.4,0.49,0.44,0.84,0.39,0.48,0.35,0.38,0.0,0.41,0.4
customwars.csv,0.94,0.86,0.79,0.84,0.56,0.68,0.78,0.63,0.99,0.5,0.92,0.58,0.85,0.67,0.85,0.68
dvd-create.csv,0.37,0.38,0.42,0.62,0.41,0.43,0.45,0.33,0.52,0.46,0.36,0.33,0.53,0.4,0.39,0.47
gbif-indexingtoolkit.csv,0.75,0.93,0.86,0.9,0.89,0.92,0.8,0.89,0.99,0.0,0.93,0.83,0.91,0.5,0.88,0.5
go.csv,0.41,0.45,0.52,0.74,0.39,0.47,0.47,0.37,0.55,0.75,0.36,0.39,0.37,0.37,0.42,0.57
growl-for-windows.csv,0.44,0.43,0.57,0.63,0.44,0.41,0.55,0.44,0.66,0.88,0.38,0.37,0.48,0.47,0.56,0.51
gss.csv,0.41,0.4,0.48,0.62,0.38,0.41,0.49,0.4,0.57,0.39,0.32,0.31,0.41,0.45,0.48,0.47
kwave.csv,0.55,0.41,0.93,0.68,0.4,0.63,0.74,0.59,0.62,0.67,0.41,0.52,0.65,0.62,0.4,0.46
libarchive.csv,0.4,0.43,0.5,0.96,0.57,0.4,0.44,0.41,0.52,0.0,0.46,0.33,0.5,0.5,0.59,0.56
linux-ntfs.csv,0.62,0.56,0.7,0.81,0.8,0.74,0.63,0.68,0.93,0.5,0.52,0.57,0.54,0.54,0.52,0.6
lsb.csv,0.38,0.44,0.47,0.54,0.47,0.46,0.6,0.41,0.56,0.0,0.34,0.27,0.41,0.39,0.68,0.62
mpgravity.csv,0.5,0.56,0.58,0.64,0.47,0.45,0.55,0.4,0.47,0.75,0.5,0.38,0.48,0.39,0.56,0.51
qcad2.csv,0.63,0.49,0.75,0.68,0.4,0.87,0.61,0.55,0.75,0.45,0.63,0.58,0.56,0.56,0.52,0.65
qtwin.csv,0.75,0.0,0.0,0.97,0.0,0.0,0.88,0.5,0.92,0.0,0.92,0.0,0.0,0.0,0.9,0.86
xinity.csv,0.6,0.7,0.78,0.0,0.93,0.67,0.64,0.46,0.65,0.0,0.62,0.41,0.62,0.48,0.62,0.92
