,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,xinity.csv,gss.csv,linux-ntfs.csv,growl-for-windows.csv,libarchive.csv
awemud.csv,0.99,0.7,0.44,0.29,0.65,0.55,0.56,0.64,0.5,0.0,0.71,0.54,0.57,0.73,0.44,0.59
bullet.csv,0.81,0.86,0.62,0.51,0.54,0.99,0.94,0.36,0.17,0.83,0.65,0.73,0.67,0.0,0.56,0.76
customwars.csv,0.22,0.22,0.12,0.27,0.38,0.3,0.29,0.55,0.67,0.17,0.76,0.41,0.23,0.38,0.53,0.41
dvd-create.csv,0.82,0.9,0.81,0.82,1.0,0.73,0.9,0.82,0.67,0.75,0.76,0.68,0.5,0.73,0.47,0.8
gbif-indexingtoolkit.csv,0.05,0.05,0.12,0.13,0.09,0.16,0.08,0.82,0.0,0.0,0.24,0.07,0.13,0.08,0.17,0.02
go.csv,0.72,0.99,0.5,0.6,0.68,0.55,0.94,0.64,0.83,0.17,0.94,0.68,0.77,0.85,0.44,0.59
growl-for-windows.csv,0.64,0.65,0.56,0.67,0.59,0.72,0.69,0.91,1.0,0.58,0.82,0.71,0.6,0.73,0.97,0.71
gss.csv,0.91,0.72,0.75,0.76,0.68,0.78,0.81,0.45,1.0,0.92,0.82,0.71,0.97,0.85,0.86,0.61
kwave.csv,0.55,0.78,0.88,0.67,0.84,0.34,0.46,0.45,0.33,0.33,0.53,0.39,0.43,0.38,0.42,0.84
libarchive.csv,0.65,0.57,0.44,0.16,0.42,0.54,0.67,0.64,0.83,0.08,0.53,0.68,0.63,0.46,0.72,0.98
linux-ntfs.csv,0.41,0.52,0.19,0.31,0.28,0.27,0.5,0.55,0.83,0.0,0.71,0.29,0.6,0.96,0.36,0.51
lsb.csv,0.74,0.68,0.62,0.76,0.59,0.58,0.75,0.64,0.83,0.0,0.71,0.78,0.73,0.73,0.61,0.63
mpgravity.csv,0.54,0.51,0.38,0.58,0.58,0.58,0.67,0.91,1.0,1.0,0.76,0.76,0.53,0.77,0.81,0.76
qcad2.csv,0.31,0.78,0.38,0.69,0.85,0.18,1.0,0.36,0.33,0.5,0.41,0.44,0.63,0.38,0.33,0.63
qtwin.csv,0.05,0.0,0.0,0.02,0.0,0.0,0.06,0.09,0.67,0.0,0.06,0.0,0.03,0.0,0.28,0.06
xinity.csv,0.4,0.28,0.25,0.0,0.19,0.34,0.48,0.45,0.5,0.0,0.35,0.98,0.4,0.35,0.33,0.2
