,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,xinity.csv,gss.csv,linux-ntfs.csv,growl-for-windows.csv,libarchive.csv
awemud.csv,0.0,0.58,0.36,0.29,0.33,0.62,0.4,0.34,0.19,0.02,0.54,0.42,0.55,0.62,0.33,0.34
bullet.csv,0.97,0.58,0.86,0.04,0.11,0.05,0.89,0.56,0.21,1.0,0.54,0.73,0.7,0.0,0.67,0.51
customwars.csv,0.03,0.27,0.48,0.19,0.44,0.52,0.23,0.26,0.07,0.0,0.0,0.35,0.3,0.17,0.06,0.26
dvd-create.csv,0.77,0.73,0.7,0.82,0.0,0.67,0.77,0.72,0.78,0.73,0.75,0.69,0.2,0.83,0.33,0.76
gbif-indexingtoolkit.csv,0.0,0.24,0.09,0.03,0.11,0.05,0.01,0.0,0.04,0.0,0.11,0.12,0.35,0.0,0.11,0.01
go.csv,0.57,0.0,0.41,0.31,0.39,0.38,0.64,0.68,0.51,0.05,0.85,0.5,0.75,0.72,0.44,0.37
growl-for-windows.csv,0.43,0.4,0.66,0.84,0.61,0.62,0.61,0.66,0.57,0.02,0.57,0.77,0.35,0.59,0.06,0.38
gss.csv,0.83,0.69,0.79,0.35,0.33,0.9,0.54,0.4,0.69,0.98,0.65,0.62,0.0,0.69,0.72,0.44
kwave.csv,0.43,0.82,0.0,0.6,0.83,0.33,0.41,0.34,0.62,0.41,0.55,0.35,0.2,0.48,0.56,0.9
libarchive.csv,0.37,0.44,0.34,0.12,0.22,0.29,0.3,0.4,0.41,0.0,0.45,0.77,0.25,0.21,0.33,0.0
linux-ntfs.csv,0.23,0.51,0.48,0.53,0.22,0.24,0.34,0.26,0.14,0.05,0.4,0.35,0.5,0.03,0.44,0.37
lsb.csv,0.47,0.58,0.59,0.02,0.39,0.52,0.73,0.44,0.35,0.0,0.71,0.77,0.35,0.41,0.5,0.32
mpgravity.csv,0.2,0.42,0.66,0.78,0.67,0.81,0.58,0.74,0.76,0.0,0.54,0.73,0.45,0.55,0.39,0.69
qcad2.csv,0.2,0.62,0.39,0.45,0.94,0.14,0.01,0.32,0.27,0.61,0.21,0.31,0.3,0.28,0.5,0.51
qtwin.csv,0.0,0.0,0.0,0.26,0.0,0.0,0.05,0.02,0.0,0.0,0.13,0.04,0.0,0.03,0.0,0.06
xinity.csv,0.3,0.24,0.25,0.0,0.0,0.33,0.48,0.38,0.3,0.0,0.41,0.04,0.45,0.48,0.22,0.22
