,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,projectfactory.csv,amygdala.csv,runuomondains.csv,somap.csv,tigermud.csv,chrysalis.csv,duplicati.csv,hydrate.csv,cme.csv
algebsql.csv,0.7,0.94,0.53,0.68,0.56,0.75,1.0,0.6,0.4,0.58,0.1,1.0,0.62,0.08,1.0,0.75,0.12
amygdala.csv,0.72,0.97,0.48,0.58,0.41,0.57,0.31,1.0,0.54,1.0,0.18,0.93,0.5,0.13,1.0,0.67,0.0
chrysalis.csv,0.85,0.88,0.5,0.45,0.4,0.24,0.0,0.38,0.67,0.44,0.2,1.0,0.4,1.0,1.0,0.78,0.12
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hydrate.csv,0.57,0.93,0.55,0.2,0.45,0.0,0.33,0.13,0.38,0.5,0.19,0.95,0.71,0.31,1.0,0.94,0.18
ivef-sdk.csv,0.71,0.94,0.47,0.7,0.36,1.0,0.28,0.0,0.47,0.6,0.25,0.88,0.54,0.07,0.97,1.0,0.07
jmri.csv,0.63,0.88,0.99,0.85,0.39,0.61,0.38,0.33,0.43,0.58,0.07,0.8,0.58,0.2,0.97,0.68,0.14
jython.csv,0.65,0.86,0.55,0.56,0.44,0.68,0.38,1.0,0.67,0.58,0.2,0.91,0.62,0.16,1.0,0.65,0.13
kdenlive.csv,1.0,0.92,0.53,0.4,0.31,0.75,0.33,0.1,0.5,0.5,0.19,0.94,0.55,0.24,1.0,0.69,0.1
opentibia.csv,0.69,1.0,0.42,0.61,0.34,0.96,0.66,0.29,0.49,0.63,0.12,1.0,0.68,0.19,1.0,0.59,0.0
projectfactory.csv,0.5,0.89,0.48,0.6,0.34,0.19,0.26,0.41,1.0,0.64,0.26,0.85,0.51,0.11,0.95,0.73,0.08
runuomondains.csv,1.0,0.78,0.23,0.9,0.33,1.0,0.0,0.5,0.33,0.33,1.0,1.0,0.0,0.1,1.0,0.82,0.0
somap.csv,0.65,0.87,0.47,0.6,0.35,0.69,0.49,0.13,0.49,0.52,0.12,1.0,0.62,0.18,0.98,0.63,0.09
taverna.csv,0.71,0.86,0.42,0.75,1.0,1.0,0.25,0.5,0.64,0.7,0.08,0.9,0.52,0.17,1.0,0.75,0.0
tigermud.csv,0.63,0.87,0.48,0.62,0.39,0.8,0.54,0.41,0.52,0.57,0.06,0.92,0.97,0.24,1.0,0.62,0.11
x-ray-mule.csv,0.68,1.0,0.34,1.0,0.41,0.0,0.59,0.1,0.44,0.7,0.17,0.92,0.62,0.06,1.0,0.83,0.67
