,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,projectfactory.csv,amygdala.csv,runuomondains.csv,somap.csv,tigermud.csv,chrysalis.csv,duplicati.csv,hydrate.csv,cme.csv
algebsql.csv,0.82,0.82,0.75,0.58,0.4,0.96,0.0,0.86,0.95,0.69,0.82,0.94,0.77,0.97,0.83,0.82,0.66
amygdala.csv,0.63,0.62,0.83,0.79,0.71,0.95,0.92,0.86,0.83,0.0,0.77,0.73,0.87,0.9,0.79,0.83,1.02
chrysalis.csv,0.61,0.73,0.87,0.9,0.93,1.11,1.0,0.64,0.95,0.91,0.76,0.92,0.95,0.0,0.74,0.79,0.81
cme.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
hydrate.csv,0.83,0.85,0.73,0.99,0.7,1.01,0.95,0.93,0.89,0.82,0.52,0.75,0.64,0.85,0.6,0.11,0.4
ivef-sdk.csv,0.61,0.48,0.71,0.65,0.71,0.0,0.98,1.0,0.8,0.59,0.88,1.08,0.85,0.97,1.06,0.97,0.81
jmri.csv,0.76,0.71,0.06,0.33,0.62,0.93,0.84,0.38,0.79,0.66,0.88,1.02,0.9,0.62,1.08,0.64,0.6
jython.csv,0.7,0.75,0.66,0.78,0.56,0.78,0.86,0.05,0.75,0.75,0.49,0.75,0.75,0.79,0.47,0.68,0.65
kdenlive.csv,0.04,0.51,0.65,1.0,0.84,0.61,0.9,1.01,0.71,0.74,0.52,0.62,0.81,0.58,0.67,0.62,0.67
opentibia.csv,0.73,0.0,0.78,0.95,0.7,0.11,0.46,0.35,0.7,0.58,0.79,0.56,0.68,0.65,0.74,0.81,1.08
projectfactory.csv,0.88,0.71,0.75,0.72,0.72,1.26,0.95,0.31,0.0,0.82,0.44,0.95,1.07,0.86,1.2,0.6,0.75
runuomondains.csv,0.99,0.93,0.98,0.7,0.96,0.93,1.0,0.68,0.98,0.98,0.12,0.88,1.0,0.94,0.98,0.73,1.0
somap.csv,1.0,1.0,0.97,1.0,0.96,1.0,1.0,1.0,0.93,1.0,1.0,0.01,1.0,0.94,1.0,1.0,0.96
taverna.csv,0.87,0.81,0.84,0.63,0.04,0.97,0.97,0.82,0.67,0.82,0.9,0.81,0.83,0.83,0.79,0.91,1.01
tigermud.csv,0.87,0.79,0.7,0.85,0.66,0.57,0.75,0.31,0.68,0.75,0.97,0.77,0.06,0.54,0.52,0.74,0.75
x-ray-mule.csv,0.72,0.66,0.88,0.0,0.63,1.0,0.54,0.96,0.78,0.52,0.88,0.71,0.87,0.98,0.97,0.85,0.2
