,id,expected,max_bell,avge,median,bellwether,size
57,2,0,1,1.0,0.5,mclient-mume.csv,2
52,3,1,4,1.78,0.59,chrysalis.csv,9
50,4,2,3,1.67,0.61,beast-mcmc.csv,12
58,5,0,1,1.0,0.72,matrex.csv,2
24,6,2,3,1.54,0.55,autofac.csv,13
19,7,2,3,1.58,0.565,synecdoche.csv,12
28,8,2,4,2.17,0.625,mule.csv,12
17,9,1,1,1.25,0.575,gephex.csv,8
18,11,0,1,1.0,0.7,atunes.csv,1
53,12,1,3,2.25,0.75,gpsmid.csv,4
59,14,1,2,1.0,0.62,gnome-jabber.csv,5
51,15,0,1,0.67,0.65,unflobtactical.csv,3
21,16,0,0,0.67,0.63,tradelink.csv,3
26,17,1,5,2.17,0.68,ultimairis.csv,6
16,18,2,3,1.86,0.585,lmms.csv,14
27,19,1,2,1.5,0.655,quarkplusplus.csv,4
15,20,2,3,1.92,0.605,alsa.csv,12
29,21,2,2,1.5,0.59,ng4j.csv,10
60,22,2,4,2.17,0.63,psycle.csv,13
49,23,3,6,2.84,0.585,dataobjectsdotnet.csv,20
25,28,1,2,1.2,0.65,h2database.csv,5
20,29,2,3,1.9,0.62,k3b.csv,10
39,30,0,2,1.0,0.69,google-caja.csv,3
34,31,3,6,1.88,0.61,kdenlive.csv,16
6,32,3,5,2.44,0.6,botsnscouts.csv,19
14,33,1,3,1.33,0.58,unbvision.csv,9
7,35,2,5,2.15,0.64,heekscad.csv,13
33,36,2,3,1.3,0.585,lphant.csv,10
40,37,2,6,2.92,0.65,selenium.csv,13
32,38,3,8,3.75,0.625,open-beos.csv,20
41,39,2,6,3.45,0.69,pidgin.csv,11
55,40,2,2,1.17,0.58,apolloplayer.csv,13
46,41,2,4,2.4,0.63,yield.csv,10
22,42,1,4,1.62,0.655,adaptagrams.csv,8
31,43,2,7,2.85,0.67,boost.csv,13
30,44,1,5,2.86,0.76,passwordsafe.csv,7
23,45,2,5,1.86,0.54,n2cms.csv,14
45,46,2,4,2.5,0.635,clamav.csv,10
56,47,1,4,2.88,0.65,popeye-chess.csv,8
47,48,1,3,1.17,0.635,qtractor.csv,6
54,49,1,4,2.14,0.67,quickfast.csv,7
3,50,2,7,2.93,0.63,applet2app.csv,15
10,51,3,10,3.16,0.67,reactos-mirror.csv,19
38,53,0,1,1.0,0.79,xcf.csv,1
37,54,1,4,1.78,0.61,jcl.csv,10
42,55,2,7,2.43,0.52,moving-pictures.csv,15
9,56,0,0,0.67,0.58,openintents.csv,3
5,57,3,9,3.95,0.635,kaffeine.csv,20
11,58,2,2,1.0,0.51,sabbu.csv,11
1,59,0,1,1.0,0.49,jrdf.csv,2
13,60,3,5,2.0,0.545,freewrl.csv,20
0,61,2,2,1.4,0.62,xuggle.csv,10
36,62,0,1,1.0,0.76,silvertree.csv,1
43,63,3,9,2.85,0.635,rebecca-aiml.csv,20
44,64,2,6,2.2,0.66,twostep.csv,10
35,65,1,4,1.57,0.68,unicase.csv,7
2,66,2,5,3.0,0.62,firebreath.csv,14
12,67,2,1,1.18,0.56,cascading.csv,11
4,68,3,4,2.2,0.605,owlib.csv,20
8,69,2,4,2.29,0.615,kolmafia.csv,14
48,70,1,4,1.5,0.67,l2j.csv,7
