,id,expected,max_bell,avge,median,bellwether,size
57,2,1,2,1.5,0.9550000000000001,logicmail.csv,2
52,3,3,9,4.33,1.0,benojt.csv,9
50,4,4,10,4.5,0.995,libopenmetaverse.csv,12
58,5,1,1,1.0,0.715,matrex.csv,2
24,6,4,13,5.46,1.0,google-collections.csv,13
19,7,4,4,2.67,0.625,tmva.csv,12
28,8,4,7,3.33,0.705,joustsim.csv,12
17,9,3,7,3.38,0.94,primefaces.csv,8
18,11,0,1,1.0,0.68,atunes.csv,1
53,12,1,3,2.25,0.785,gpsmid.csv,4
59,14,2,1,1.2,0.64,gnome-jabber.csv,5
51,15,1,2,2.0,0.76,pokeglobal.csv,3
21,16,1,1,1.0,0.63,tradelink.csv,3
26,17,2,6,3.83,0.8400000000000001,arianne.csv,6
16,18,5,13,6.0,0.8,zemljanka.csv,14
27,19,1,3,2.25,0.7949999999999999,ngl.csv,4
15,20,4,9,5.58,0.87,mplayer-ce.csv,12
29,21,3,10,3.3,0.985,gebr.csv,10
60,22,4,13,6.83,0.93,wikipediardware.csv,13
49,23,6,20,7.89,1.0,biopax.csv,20
25,28,2,2,1.2,0.64,bochs.csv,5
20,29,3,9,5.7,0.91,itext.csv,10
39,30,1,2,1.0,0.74,google-caja.csv,3
34,31,5,15,5.62,1.0,somap.csv,16
6,32,6,14,7.83,0.95,bzbyte.csv,19
14,33,3,8,3.44,0.98,fleet-simulator.csv,9
7,35,4,9,4.54,0.86,pnotepad.csv,13
33,36,3,8,3.3,0.875,lphant.csv,10
40,37,4,9,5.23,0.88,pcgen.csv,13
32,38,7,20,6.7,0.985,buddata-ebxml-registry.csv,20
41,39,4,7,5.55,1.0,moast.csv,11
55,40,4,13,5.67,1.0,irrlicht.csv,13
46,41,3,9,4.9,0.94,virtuoso.csv,10
22,42,3,7,3.0,0.835,olsrd.csv,8
31,43,4,10,4.62,0.77,gusanos.csv,13
30,44,2,6,4.0,0.85,ontomorphtab.csv,7
23,45,5,11,5.07,0.86,ldview.csv,14
45,46,3,8,5.2,0.9550000000000001,kwave.csv,10
56,47,3,6,4.0,0.7050000000000001,openmalaria.csv,8
47,48,2,5,2.67,0.8049999999999999,open-data-kit.csv,6
54,49,2,6,3.43,0.87,quickfast.csv,7
3,50,5,13,6.67,0.89,genecys.csv,15
10,51,6,13,7.21,0.83,critterding.csv,19
38,53,0,1,1.0,0.81,xcf.csv,1
37,54,3,10,6.22,0.955,fontforge.csv,10
42,55,5,14,6.14,0.96,glelite.csv,15
9,56,1,3,2.0,0.95,rectracker.csv,3
5,57,6,17,8.47,1.0,nh3d.csv,20
11,58,4,10,2.73,0.88,abbot.csv,11
1,59,1,1,0.5,0.47500000000000003,jrdf.csv,2
13,60,6,20,9.89,1.0,sevenupdate.csv,20
0,61,3,8,5.0,0.94,scite-ru.csv,10
36,62,0,1,1.0,0.76,silvertree.csv,1
43,63,7,19,7.05,0.885,grisbi.csv,20
44,64,3,8,6.3,0.9099999999999999,bnetd.csv,10
35,65,2,7,3.29,1.0,wpdev.csv,7
2,66,5,13,5.86,0.86,sumatrapdf.csv,14
12,67,4,9,3.18,0.89,barracudamvc.csv,11
4,68,7,20,7.8,0.98,zengine.csv,20
8,69,5,13,6.79,0.955,bwapi.csv,14
48,70,2,7,2.67,1.0,crisscross.csv,7
