,id,expected,max_bell,avge,median,bellwether,size
57,2,1,2,1.5,0.7949999999999999,logicmail.csv,2
52,3,3,2,1.44,0.63,benojt.csv,9
50,4,4,1,1.33,0.5700000000000001,beast-mcmc.csv,12
58,5,1,1,0.5,0.645,matrex.csv,2
24,6,4,5,2.69,0.64,exist.csv,13
19,7,4,2,1.5,0.585,synecdoche.csv,12
28,8,4,0,0.83,0.36,piccolo2d.csv,12
17,9,3,5,2.38,0.715,primefaces.csv,8
18,11,0,0,0.0,0.18,atunes.csv,1
53,12,1,1,0.75,0.45999999999999996,columba.csv,4
59,14,2,2,1.0,0.57,gnome-jabber.csv,5
51,15,1,2,1.33,0.68,unflobtactical.csv,3
21,16,1,0,0.33,0.41,tradelink.csv,3
26,17,2,3,1.83,0.6499999999999999,arianne.csv,6
16,18,5,3,2.07,0.55,lmms.csv,14
27,19,1,2,1.75,0.6599999999999999,multitude.csv,4
15,20,4,3,1.75,0.6,google-gears.csv,12
29,21,3,2,1.4,0.585,ng4j.csv,10
60,22,4,4,2.33,0.57,wikipediardware.csv,13
49,23,6,5,2.32,0.42500000000000004,biopax.csv,20
25,28,2,1,0.2,0.53,bochs.csv,5
20,29,3,2,2.8,0.495,geogebra.csv,10
39,30,1,1,0.67,0.56,bacnet.csv,3
34,31,5,3,2.31,0.585,motu.csv,16
6,32,6,8,4.5,0.64,st-filteredstatistics.csv,19
14,33,3,3,1.44,0.52,fleet-simulator.csv,9
7,35,4,4,2.23,0.56,gss.csv,13
33,36,3,4,1.8,0.64,lphant.csv,10
40,37,4,3,2.23,0.56,rosegarden.csv,13
32,38,7,8,2.9,0.595,maya-work-in-progress.csv,20
41,39,4,6,4.18,0.78,libtorrent.csv,11
55,40,4,2,2.25,0.55,apolloplayer.csv,13
46,41,3,3,1.5,0.55,yield.csv,10
22,42,3,1,1.25,0.425,electric-core.csv,8
31,43,4,3,1.77,0.62,boost.csv,13
30,44,2,2,1.57,0.58,img-browse-sort.csv,7
23,45,5,2,1.57,0.435,maidsafe-dht.csv,14
45,46,3,3,2.4,0.615,mpgravity.csv,10
56,47,3,0,0.88,0.5700000000000001,acdk.csv,8
47,48,2,0,1.17,0.485,fmri-dmt.csv,6
54,49,2,2,1.43,0.53,netatalk.csv,7
3,50,5,4,2.07,0.54,autowikibrowser.csv,15
10,51,6,10,5.0,0.67,reactos-mirror.csv,19
38,53,0,1,1.0,0.78,xcf.csv,1
37,54,3,2,1.22,0.56,fontforge.csv,10
42,55,5,7,2.57,0.6,glelite.csv,15
9,56,1,2,1.33,0.87,rectracker.csv,3
5,57,6,1,0.63,0.385,anaxagora.csv,20
11,58,4,3,1.55,0.4,abbot.csv,11
1,59,1,0,0.0,0.385,jrdf.csv,2
13,60,6,7,4.56,0.515,japano.csv,20
0,61,3,5,2.9,0.645,lazarus-ccr.csv,10
36,62,0,1,1.0,0.72,silvertree.csv,1
43,63,7,2,2.75,0.455,psrchive.csv,20
44,64,3,4,2.8,0.575,twostep.csv,10
35,65,2,4,2.0,0.84,wpdev.csv,7
2,66,5,4,1.86,0.515,co-ode-owl-plugins.csv,14
12,67,4,5,2.36,0.62,barracudamvc.csv,11
4,68,7,10,4.1,0.65,zengine.csv,20
8,69,5,8,4.57,0.72,bwapi.csv,14
48,70,2,1,0.83,0.45,crisscross.csv,7
