,id,count_recall,count_precision,count_pf,cdom_score,bellwether
56,2,1,1,2,1,mclient-mume.csv
53,3,1,3,7,6,jam-daq.csv
51,4,1,6,16,17,exist.csv
58,5,2,3,4,5,nunit.csv
25,6,1,10,19,18,avisynth2.csv
20,7,1,3,9,8,jmoney.csv
31,8,3,3,7,12,haggle.csv
28,10,1,1,1,0,atunes.csv
19,11,1,3,4,3,fluent-nhibernate.csv
57,13,1,2,3,2,amanda.csv
59,14,1,10,20,18,jaxlib.csv
52,15,2,6,11,13,wxcrp.csv
22,16,1,2,6,8,cortex-vfx.csv
27,17,3,7,16,19,vars-redux.csv
17,18,1,1,2,2,qpe.csv
29,19,1,5,10,9,amateur-scrolls.csv
16,20,1,2,6,4,voms.csv
32,21,1,6,9,8,xbg.csv
30,26,1,3,5,6,encog-java.csv
18,27,1,7,11,10,bscwweasel.csv
26,28,2,7,14,13,taverna.csv
21,29,6,11,10,16,geogebra.csv
37,31,1,5,11,10,gbif-providertoolkit.csv
6,32,1,5,10,9,yarp.csv
15,33,1,9,16,19,ktc.csv
14,34,2,9,15,16,acdk.csv
7,35,1,9,18,17,jahshakafx.csv
36,36,2,4,4,6,xstore.csv
42,37,3,7,13,15,guineu.csv
35,38,1,2,8,6,k3d.csv
43,39,1,7,12,11,rocrail.csv
54,40,1,3,5,5,badtrinitycore.csv
49,41,2,13,17,16,zoolib.csv
23,42,1,5,8,7,projecteqemu.csv
34,43,1,2,4,4,ossbuild.csv
33,44,1,2,5,4,tolven.csv
24,45,2,4,4,6,sumatrapdf.csv
48,46,1,5,12,11,jcae.csv
55,47,1,10,15,14,alpine.csv
50,48,1,4,6,6,ftm.csv
3,50,6,4,4,9,mb-unit.csv
10,51,2,5,16,14,powerfolder-.csv
44,52,1,3,3,2,graphmak.csv
41,53,2,5,12,10,sarasvati.csv
40,54,1,4,8,7,jicarilla.csv
45,55,11,6,8,17,co-ode-owl-plugins.csv
9,56,1,8,14,13,lockss.csv
5,57,1,2,2,1,papertoolkit.csv
11,58,1,2,4,3,nassp.csv
1,59,1,4,10,11,flylinkdc.csv
13,60,1,4,6,5,mvnforum.csv
0,61,1,6,10,9,alembik.csv
39,62,2,1,1,1,silvertree.csv
46,63,1,1,1,0,jrdf.csv
47,64,2,8,8,11,umber.csv
38,65,1,10,17,16,tcvp.csv
2,66,1,5,10,9,adobe-source.csv
12,67,1,10,16,15,bionote.csv
4,68,2,4,12,10,pfaedit.csv
8,69,1,3,8,8,continuum-ide.csv
