,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,jcl.csv,quantlib.csv
chipster.csv,0.51,0.49,0.57,0.64,0.7,0.55,0.47,0.83,0.65,0.5
fontforge.csv,0.79,0.37,0.69,0.46,0.6,0.58,0.6,0.5,0.41,0.86
hatari.csv,0.6,0.48,0.58,0.38,0.43,0.49,0.57,0.29,0.94,0.81
jcl.csv,0.89,0.8,0.0,0.83,0.9,0.75,0.5,0.67,0.92,0.83
ltp.csv,0.56,0.44,0.55,0.93,0.45,0.56,0.6,0.48,0.68,0.56
net-snmp.csv,0.57,0.55,0.56,0.74,0.49,0.71,0.9,0.31,0.53,0.71
opde.csv,0.57,0.43,0.49,0.8,0.6,0.51,0.52,0.89,0.38,0.7
powerfolder-.csv,0.89,0.65,0.8,0.89,0.98,0.91,0.8,0.43,0.42,0.88
quantlib.csv,0.89,0.77,0.8,0.86,0.97,0.5,0.82,0.34,0.39,0.95
