,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,jcl.csv,quantlib.csv
chipster.csv,0.49,0.62,0.43,0.39,0.43,0.95,0.75,0.2,0.4,0.0
fontforge.csv,0.26,0.59,0.32,0.31,0.45,0.42,0.93,0.96,0.59,0.1
hatari.csv,0.58,0.64,0.92,0.53,0.71,0.59,0.87,0.23,0.09,0.29
jcl.csv,0.06,0.37,0.0,0.15,0.02,0.06,0.0,0.0,0.94,0.1
ltp.csv,0.43,0.49,0.47,0.37,0.98,0.49,0.85,0.35,0.47,0.55
net-snmp.csv,0.98,0.63,0.44,0.32,0.52,0.36,0.96,0.59,0.54,0.33
opde.csv,0.57,0.65,0.61,0.83,0.55,0.54,0.81,0.25,0.17,0.29
powerfolder-.csv,0.24,1.0,0.17,0.14,0.12,0.23,0.98,0.49,0.64,0.1
quantlib.csv,0.18,0.43,0.12,0.1,0.07,0.51,0.96,0.57,0.42,0.93
