,hatari.csv,nullc.csv,superwaba.csv,lmms.csv,etherboot.csv,vienna-add-in.csv,voms.csv,tycho.csv,fityk.csv,mecat.csv,wsmt.csv,oscarmcmaster.csv
etherboot.csv,0.17,0.3,0.44,0.25,0.82,0.27,0.0,0.06,0.05,0.0,0.31,0.36
fityk.csv,0.9,0.76,0.28,0.76,0.82,0.35,0.44,0.57,0.98,0.33,0.6,0.38
hatari.csv,1.0,0.34,0.68,0.42,0.55,0.6,0.89,0.26,0.45,0.67,0.14,0.62
lmms.csv,0.45,0.88,0.12,0.97,0.77,0.25,0.33,0.51,0.55,0.33,0.17,0.3
mecat.csv,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
nullc.csv,1.0,0.96,0.52,0.87,1.0,0.52,0.33,0.97,1.0,1.0,0.86,0.51
oscarmcmaster.csv,0.31,0.16,0.48,0.1,0.09,0.19,0.56,0.2,0.14,0.33,0.4,0.94
superwaba.csv,0.48,0.5,0.96,0.51,0.36,0.31,0.33,0.46,0.57,0.67,0.89,0.62
tycho.csv,0.0,0.48,0.7,0.52,0.27,0.39,0.22,1.0,0.59,0.33,0.8,0.36
vienna-add-in.csv,0.9,0.9,0.32,0.28,0.86,0.99,0.56,0.43,0.41,0.67,0.06,0.53
voms.csv,0.45,0.02,0.38,0.05,0.0,0.04,1.0,0.06,0.05,0.33,0.09,0.09
wsmt.csv,0.0,0.42,0.24,0.07,0.32,0.31,0.11,0.03,0.07,0.0,0.97,0.13
