,jlinalg.csv,psycle.csv,superwaba.csv,wxcrp.csv,fritzing.csv,arianne.csv,playerstage.csv,knowledge.csv,bl-toolkit.csv,gnukeda.csv,enlightenment.csv,massiv.csv,alsa.csv,amateur-scrolls.csv,doomlegacy.csv
alsa.csv,0.92,0.91,0.38,0.6,0.6,0.63,0.64,0.93,0.78,0.86,0.64,0.01,0.99,0.67,1.0
amateur-scrolls.csv,0.89,0.86,0.67,0.21,0.56,0.64,0.5,1.0,0.95,0.25,0.71,0.03,0.71,1.0,0.91
arianne.csv,0.68,0.69,0.37,0.19,0.51,1.0,0.56,0.88,0.74,0.68,0.6,0.01,0.56,0.35,0.74
bl-toolkit.csv,0.94,0.75,0.48,0.38,0.57,0.57,0.67,0.98,0.98,0.7,0.64,0.01,0.63,0.43,0.76
doomlegacy.csv,0.74,0.66,0.45,0.36,0.62,0.58,0.45,0.93,0.65,0.58,0.59,0.01,0.65,0.29,1.0
enlightenment.csv,0.9,0.79,0.58,0.36,0.63,0.65,0.49,0.96,0.68,0.68,1.0,0.01,0.69,0.31,0.85
fritzing.csv,0.79,0.82,0.63,0.38,1.0,0.63,0.57,1.0,0.82,0.79,0.69,0.02,0.65,0.43,0.79
gnukeda.csv,0.94,0.86,0.48,0.27,0.55,0.6,0.46,0.98,0.67,1.0,0.69,0.01,0.73,0.35,0.77
jlinalg.csv,0.98,0.73,0.4,0.29,0.51,0.53,0.41,0.92,0.74,0.58,0.61,0.01,0.64,0.33,0.76
knowledge.csv,0.95,0.74,0.33,0.26,0.43,0.58,0.41,0.98,0.71,0.57,0.6,0.01,0.67,0.33,0.75
massiv.csv,1.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
playerstage.csv,0.9,0.83,0.52,0.36,0.67,0.56,1.0,0.97,0.76,0.65,0.72,0.01,0.52,0.5,0.91
psycle.csv,0.72,0.99,0.42,0.35,0.5,0.57,0.49,0.98,0.75,0.74,0.62,0.01,0.66,0.43,0.76
superwaba.csv,0.88,0.73,0.96,0.33,0.66,0.53,0.47,0.97,0.83,0.62,0.59,0.01,0.72,0.36,0.8
wxcrp.csv,0.75,0.75,0.37,1.0,0.54,0.48,0.57,0.91,0.78,0.56,0.81,0.01,0.65,0.29,0.87
