,jlinalg.csv,psycle.csv,superwaba.csv,wxcrp.csv,fritzing.csv,arianne.csv,playerstage.csv,knowledge.csv,bl-toolkit.csv,gnukeda.csv,enlightenment.csv,massiv.csv,alsa.csv,amateur-scrolls.csv,doomlegacy.csv
alsa.csv,0.58,0.96,0.94,0.93,0.93,0.79,0.89,0.8,0.78,0.86,0.59,0.8,0.46,0.67,0.89
amateur-scrolls.csv,0.47,0.95,0.96,0.93,0.57,0.78,0.94,0.57,0.67,0.75,0.83,0.78,0.93,0.63,0.91
arianne.csv,0.79,0.85,0.55,0.81,0.82,0.54,0.64,0.73,0.48,0.95,0.72,0.65,0.56,0.68,0.79
bl-toolkit.csv,0.48,0.69,0.58,0.54,0.47,0.55,0.59,0.38,0.47,0.78,0.65,0.6,0.39,0.51,0.53
doomlegacy.csv,0.53,0.57,0.54,0.46,0.79,0.45,0.39,0.42,0.51,0.5,0.45,0.44,0.36,0.51,0.4
enlightenment.csv,0.4,0.52,0.53,0.53,0.4,0.56,0.43,0.34,0.51,0.68,0.53,0.51,0.45,0.54,0.47
fritzing.csv,0.57,0.57,0.48,0.56,0.55,0.67,0.51,0.38,0.45,0.63,0.5,0.62,0.6,0.71,0.67
gnukeda.csv,0.47,0.56,0.58,0.56,0.51,0.57,0.42,0.45,0.57,0.58,0.64,0.51,0.9,0.62,0.43
jlinalg.csv,0.48,0.41,0.37,0.4,0.4,0.36,0.35,0.41,0.4,0.42,0.42,0.38,0.36,0.36,0.34
knowledge.csv,0.48,0.5,0.59,0.51,0.96,0.46,0.35,0.4,0.39,0.51,0.41,0.43,0.38,0.38,0.37
massiv.csv,0.0,0.0,0.0,0.0,0.67,0.5,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0
playerstage.csv,0.62,0.82,0.58,0.59,0.47,0.85,0.61,0.46,0.76,0.94,0.61,0.59,0.75,0.83,0.7
psycle.csv,0.54,0.49,0.5,0.41,0.46,0.47,0.4,0.4,0.42,0.53,0.43,0.42,0.36,0.46,0.36
superwaba.csv,0.36,0.63,0.52,0.38,0.44,0.49,0.48,0.43,0.46,0.5,0.54,0.45,0.7,0.31,0.36
wxcrp.csv,0.65,0.8,0.47,0.69,0.42,0.43,0.8,0.82,0.5,0.89,0.75,0.99,0.55,0.86,0.93
