,jlinalg.csv,psycle.csv,superwaba.csv,wxcrp.csv,fritzing.csv,arianne.csv,playerstage.csv,knowledge.csv,bl-toolkit.csv,gnukeda.csv,enlightenment.csv,massiv.csv,alsa.csv,amateur-scrolls.csv,doomlegacy.csv
alsa.csv,0.07,0.02,0.11,0.08,0.08,0.16,0.12,0.2,0.18,0.03,0.29,0.24,0.02,0.02,0.0
amateur-scrolls.csv,0.14,0.03,0.09,0.15,0.35,0.18,0.1,0.0,0.05,0.09,0.13,0.2,0.13,0.0,0.04
arianne.csv,0.64,0.24,0.5,0.4,0.36,0.0,0.34,0.6,0.5,0.19,0.44,0.47,0.58,0.43,0.38
bl-toolkit.csv,0.14,0.24,0.28,0.41,0.4,0.33,0.19,0.2,0.05,0.22,0.25,0.46,0.77,0.46,0.42
doomlegacy.csv,0.64,0.66,0.34,0.68,0.21,0.37,0.72,0.6,0.77,0.66,0.91,0.73,0.72,0.76,0.0
enlightenment.csv,0.21,0.24,0.25,0.45,0.38,0.29,0.53,0.4,0.55,0.19,0.0,0.45,0.41,0.52,0.27
fritzing.csv,0.43,0.23,0.21,0.28,0.0,0.2,0.35,0.0,0.32,0.12,0.39,0.31,0.44,0.17,0.27
gnukeda.csv,0.21,0.17,0.38,0.57,0.55,0.35,0.63,0.2,0.45,0.0,0.28,0.56,0.14,0.37,0.62
jlinalg.csv,0.07,0.62,0.78,0.96,0.81,0.85,0.98,1.0,0.77,0.78,0.72,0.93,0.9,0.89,0.96
knowledge.csv,0.07,0.53,0.37,0.76,0.36,0.3,1.0,0.2,0.86,0.72,0.8,0.85,0.78,0.76,0.88
massiv.csv,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
playerstage.csv,0.14,0.14,0.26,0.37,0.32,0.21,0.0,0.2,0.18,0.19,0.26,0.4,0.47,0.13,0.12
psycle.csv,0.93,0.01,0.49,0.65,0.7,0.46,0.59,0.2,0.59,0.28,0.48,0.7,0.55,0.43,0.77
superwaba.csv,0.21,0.25,0.02,0.56,0.27,0.44,0.37,0.2,0.32,0.28,0.36,0.51,0.23,0.59,0.46
wxcrp.csv,0.93,0.16,0.83,0.0,0.64,0.86,0.16,0.2,0.18,0.12,0.09,0.14,0.41,0.11,0.08
