,jlinalg.csv,psycle.csv,superwaba.csv,wxcrp.csv,fritzing.csv,arianne.csv,playerstage.csv,knowledge.csv,bl-toolkit.csv,gnukeda.csv,enlightenment.csv,massiv.csv,alsa.csv,amateur-scrolls.csv,doomlegacy.csv
alsa.csv,0.78,0.88,0.89,0.71,0.88,0.75,0.7,0.8,0.74,0.85,0.69,0.55,0.02,0.9,0.76
amateur-scrolls.csv,0.68,0.9,0.69,0.92,0.63,0.71,0.87,0.66,0.6,0.98,0.78,0.32,0.81,0.05,0.88
arianne.csv,0.89,0.76,0.68,0.87,0.7,0.05,0.51,0.87,0.63,0.69,0.69,0.69,0.81,0.63,0.76
bl-toolkit.csv,0.41,0.67,0.59,0.57,0.59,0.64,0.47,0.42,0.05,0.63,0.72,0.52,0.8,0.5,0.71
doomlegacy.csv,0.81,0.74,0.6,0.68,0.67,0.61,0.74,0.68,0.85,0.7,0.92,0.77,0.75,0.82,0.0
enlightenment.csv,0.51,0.57,0.44,0.6,0.49,0.54,0.59,0.48,0.74,0.69,0.03,0.67,0.62,0.69,0.57
fritzing.csv,0.71,0.52,0.4,0.64,0.04,0.69,0.48,0.24,0.47,0.63,0.55,0.31,0.67,0.72,0.73
gnukeda.csv,0.23,0.48,0.52,0.75,0.62,0.59,0.67,0.39,0.75,0.03,0.62,0.56,0.78,0.66,0.7
jlinalg.csv,0.07,0.63,0.78,0.96,0.81,0.85,0.98,1.0,0.77,0.79,0.75,0.93,0.9,0.89,0.96
knowledge.csv,0.6,0.58,0.76,0.84,0.8,0.65,1.0,0.2,0.87,0.75,0.81,0.85,0.79,0.78,0.9
massiv.csv,0.98,1.0,1.0,0.97,0.96,0.99,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
playerstage.csv,0.64,0.66,0.55,0.61,0.44,0.76,0.03,0.46,0.76,0.74,0.58,0.47,0.85,0.71,0.64
psycle.csv,0.99,0.03,0.6,0.67,0.74,0.61,0.62,0.39,0.63,0.46,0.65,0.7,0.66,0.5,0.8
superwaba.csv,0.6,0.69,0.02,0.65,0.52,0.67,0.65,0.57,0.45,0.68,0.73,0.57,0.69,0.64,0.62
wxcrp.csv,0.96,0.77,0.83,0.06,0.67,0.89,0.72,0.86,0.74,0.88,0.73,0.76,0.69,0.91,0.84
