,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,libtorrent.csv,xstore.csv
ikvm.csv,0.59,0.1,0.55,0.57,0.38,0.61,0.63
libtorrent.csv,0.93,0.53,0.65,0.52,0.78,0.33,0.68
mcmc-jags.csv,0.44,0.6,0.72,0.14,0.61,0.56,0.68
olap-navigator.csv,0.07,0.3,0.29,0.19,0.31,0.0,0.32
pidgin.csv,0.26,0.47,0.6,0.02,0.28,0.17,0.32
sepgsql.csv,0.04,0.47,0.31,0.12,0.36,0.0,0.34
xstore.csv,0.56,0.23,0.97,0.07,0.84,0.11,0.34
