,x4x.csv,xharbour.csv,megasquirtavr.csv,atomsite.csv,hazelcast.csv,emisview.csv,trackit.csv,betoffice.csv,jitterbit.csv,wxlua.csv,bnetd.csv,jppf-project.csv,bionote.csv,kolmafia.csv,findbugs.csv,qedo.csv,stajistics.csv,elvishrayrenderer.csv
atomsite.csv,0.29,0.01,0.2,0.95,0.44,0.65,0.44,0.6,0.56,0.4,0.0,0.54,0.62,0.62,0.43,0.45,0.67,0.15
betoffice.csv,0.36,0.38,0.2,0.55,0.58,0.57,0.41,0.98,0.21,0.33,0.72,0.34,0.38,0.36,0.36,0.55,0.27,0.32
bionote.csv,0.1,0.0,0.4,0.05,0.13,0.0,0.0,0.04,0.2,0.01,0.0,0.04,1.0,0.04,0.11,0.14,0.0,0.06
bnetd.csv,0.86,0.97,0.7,0.73,0.64,0.78,0.37,0.89,0.76,0.66,1.0,0.9,0.88,0.89,0.57,0.91,0.77,0.94
elvishrayrenderer.csv,0.64,0.86,0.4,0.64,0.45,0.78,0.17,0.36,0.58,0.53,0.38,0.65,1.0,0.91,0.43,0.59,0.6,0.97
emisview.csv,0.07,0.08,0.0,0.32,0.09,0.96,0.0,0.04,0.07,0.02,0.0,0.11,0.25,0.26,0.11,0.0,0.13,0.03
findbugs.csv,0.4,0.61,0.65,0.23,0.45,0.22,0.51,0.36,0.4,0.1,0.46,0.21,0.75,0.21,1.0,0.14,0.4,0.32
hazelcast.csv,0.9,1.0,0.6,1.0,1.0,0.96,0.85,0.84,0.92,0.98,1.0,0.97,0.88,0.96,0.82,0.95,0.9,0.97
jitterbit.csv,0.36,0.72,0.65,0.41,0.24,0.43,0.15,0.02,0.96,0.82,0.44,0.37,0.12,0.57,0.57,0.05,0.37,0.5
jppf-project.csv,0.93,0.84,0.55,0.82,0.87,0.87,0.88,0.78,0.57,0.94,0.62,1.0,0.75,0.83,0.86,0.86,0.87,0.85
kolmafia.csv,0.67,0.49,0.25,0.5,0.35,0.65,0.07,0.47,0.46,0.23,0.13,0.58,0.62,0.94,0.57,0.32,0.43,0.41
megasquirtavr.csv,0.88,0.63,0.9,0.77,0.82,1.0,0.61,0.76,0.77,0.57,0.44,0.6,1.0,0.94,0.82,0.95,0.87,0.82
qedo.csv,0.07,0.21,0.05,0.05,0.02,0.0,0.12,0.0,0.01,0.2,0.0,0.07,0.0,0.02,0.07,0.95,0.0,0.0
stajistics.csv,0.48,0.09,0.5,0.64,0.6,0.7,0.2,0.07,0.34,0.1,0.08,0.55,0.5,0.49,0.25,0.14,0.93,0.5
trackit.csv,0.33,0.44,0.3,0.55,0.45,0.52,1.0,0.38,0.43,0.06,0.33,0.39,0.62,0.6,0.43,0.18,0.5,0.24
wxlua.csv,0.95,0.97,0.65,0.95,0.98,0.87,0.9,0.98,0.86,1.0,0.85,0.89,0.75,0.94,0.93,1.0,1.0,0.71
x4x.csv,1.0,0.8,0.25,0.95,0.89,0.78,0.93,0.78,0.7,0.49,0.85,0.8,1.0,0.94,0.96,0.95,0.9,0.71
xharbour.csv,0.95,1.0,0.95,0.55,0.93,0.65,0.98,0.98,0.86,0.53,0.74,0.66,0.88,0.85,0.86,0.95,0.97,0.85
