,x4x.csv,xharbour.csv,megasquirtavr.csv,atomsite.csv,hazelcast.csv,emisview.csv,trackit.csv,betoffice.csv,jitterbit.csv,wxlua.csv,bnetd.csv,jppf-project.csv,bionote.csv,kolmafia.csv,findbugs.csv,qedo.csv,stajistics.csv,elvishrayrenderer.csv
atomsite.csv,0.63,0.0,0.88,0.62,0.66,0.37,0.63,0.57,0.67,0.97,0.0,0.47,0.68,0.45,0.53,0.68,0.66,0.88
betoffice.csv,0.76,0.75,0.86,0.61,0.51,0.59,0.69,0.58,0.68,0.97,0.57,0.74,0.62,0.72,0.73,0.91,0.72,0.88
bionote.csv,0.83,0.0,0.59,0.5,0.86,0.0,0.0,0.67,0.98,0.0,0.0,0.75,0.88,0.67,0.67,0.97,0.0,0.67
bnetd.csv,0.35,0.37,0.49,0.36,0.43,0.36,0.44,0.39,0.4,0.44,0.5,0.32,0.38,0.33,0.31,0.48,0.49,0.34
elvishrayrenderer.csv,0.39,0.4,0.7,0.37,0.52,0.45,0.77,0.7,0.56,0.57,0.7,0.37,0.44,0.36,0.4,0.49,0.59,0.45
emisview.csv,0.8,0.89,0.0,0.88,0.8,0.64,0.67,0.5,0.97,0.67,0.0,0.92,0.75,0.88,0.88,0.83,0.75,0.5
findbugs.csv,0.6,0.53,0.61,0.95,0.68,0.93,0.86,0.85,0.87,0.91,0.68,0.95,0.68,0.92,0.64,0.99,0.82,0.79
hazelcast.csv,0.31,0.39,0.42,0.4,0.35,0.29,0.38,0.36,0.35,0.5,0.42,0.32,0.35,0.31,0.29,0.32,0.37,0.37
jitterbit.csv,0.65,0.43,0.61,0.64,0.71,0.74,0.8,0.5,0.73,0.6,0.52,0.61,0.8,0.51,0.62,0.42,0.7,0.5
jppf-project.csv,0.37,0.45,0.81,0.44,0.44,0.33,0.44,0.49,0.43,0.53,0.54,0.35,0.41,0.41,0.37,0.49,0.49,0.41
kolmafia.csv,0.31,0.52,0.67,0.5,0.58,0.46,0.89,0.49,0.58,0.61,0.83,0.4,0.48,0.43,0.4,0.59,0.65,0.5
megasquirtavr.csv,0.33,0.36,0.83,0.35,0.42,0.3,0.45,0.42,0.42,0.54,0.65,0.39,0.38,0.36,0.35,0.42,0.45,0.38
qedo.csv,0.67,0.96,0.93,0.88,0.0,0.0,0.8,0.0,0.95,0.95,0.0,0.86,0.5,0.67,0.75,0.95,0.0,0.8
stajistics.csv,0.45,0.88,0.77,0.4,0.39,0.45,0.82,0.9,0.81,0.93,0.89,0.39,0.59,0.51,0.61,0.4,0.61,0.4
trackit.csv,0.55,0.42,0.65,0.49,0.68,0.55,0.54,0.83,0.63,0.83,0.65,0.54,0.61,0.49,0.71,0.56,0.75,0.67
wxlua.csv,0.33,0.39,0.54,0.37,0.41,0.31,0.42,0.4,0.38,0.52,0.45,0.36,0.42,0.35,0.31,0.41,0.44,0.32
x4x.csv,0.4,0.38,0.83,0.39,0.42,0.39,0.42,0.44,0.45,0.62,0.42,0.37,0.36,0.36,0.34,0.38,0.45,0.42
xharbour.csv,0.35,0.38,0.53,0.55,0.42,0.43,0.4,0.42,0.42,0.55,0.46,0.48,0.41,0.37,0.37,0.44,0.45,0.42
