,x4x.csv,xharbour.csv,megasquirtavr.csv,atomsite.csv,hazelcast.csv,emisview.csv,trackit.csv,betoffice.csv,jitterbit.csv,wxlua.csv,bnetd.csv,jppf-project.csv,bionote.csv,kolmafia.csv,findbugs.csv,qedo.csv,stajistics.csv,elvishrayrenderer.csv
atomsite.csv,0.39,0.02,0.29,0.98,0.55,0.45,0.51,0.55,0.47,0.56,0.0,0.68,0.33,0.64,0.4,0.12,0.45,0.24
betoffice.csv,0.51,0.49,0.3,0.4,0.7,0.43,0.51,0.98,0.18,0.49,0.61,0.49,0.16,0.43,0.37,0.17,0.22,0.43
bionote.csv,0.17,0.0,0.38,0.08,0.23,0.0,0.0,0.08,0.3,0.02,0.0,0.08,1.0,0.08,0.19,0.12,0.0,0.11
bnetd.csv,0.82,0.91,0.46,0.52,0.76,0.46,0.44,0.66,0.46,0.77,0.99,0.91,0.25,0.74,0.39,0.16,0.47,0.82
elvishrayrenderer.csv,0.74,0.83,0.34,0.49,0.62,0.57,0.26,0.43,0.5,0.67,0.51,0.76,0.38,0.71,0.35,0.14,0.47,0.99
emisview.csv,0.13,0.15,0.0,0.47,0.17,0.98,0.0,0.09,0.12,0.04,0.0,0.19,0.33,0.37,0.17,0.0,0.24,0.06
findbugs.csv,0.51,0.68,0.26,0.24,0.56,0.26,0.61,0.41,0.38,0.18,0.49,0.34,0.4,0.34,1.0,0.05,0.3,0.42
hazelcast.csv,0.84,0.9,0.45,0.49,1.0,0.46,0.73,0.62,0.42,0.95,0.69,0.94,0.23,0.74,0.51,0.2,0.51,0.78
jitterbit.csv,0.51,0.75,0.29,0.36,0.38,0.4,0.24,0.04,0.97,0.87,0.53,0.53,0.15,0.61,0.62,0.02,0.42,0.57
jppf-project.csv,0.86,0.82,0.3,0.44,0.86,0.43,0.73,0.61,0.28,0.93,0.51,1.0,0.22,0.67,0.56,0.15,0.45,0.72
kolmafia.csv,0.72,0.63,0.29,0.5,0.51,0.52,0.12,0.49,0.46,0.36,0.22,0.72,0.34,0.97,0.51,0.12,0.46,0.52
megasquirtavr.csv,0.85,0.73,0.95,0.55,0.86,0.47,0.62,0.59,0.45,0.69,0.58,0.73,0.25,0.72,0.51,0.17,0.47,0.76
qedo.csv,0.13,0.33,0.06,0.07,0.04,0.0,0.22,0.0,0.02,0.33,0.0,0.12,0.0,0.04,0.12,0.98,0.0,0.0
stajistics.csv,0.62,0.17,0.4,0.54,0.75,0.52,0.31,0.11,0.39,0.18,0.12,0.7,0.27,0.56,0.27,0.05,0.97,0.58
trackit.csv,0.45,0.6,0.3,0.42,0.6,0.44,1.0,0.45,0.32,0.11,0.36,0.55,0.28,0.6,0.46,0.04,0.38,0.33
wxlua.csv,0.86,0.88,0.36,0.51,0.92,0.46,0.76,0.66,0.39,1.0,0.67,0.91,0.21,0.68,0.54,0.18,0.47,0.68
x4x.csv,1.0,0.82,0.38,0.49,0.88,0.47,0.75,0.65,0.37,0.64,0.67,0.85,0.25,0.7,0.57,0.21,0.47,0.67
xharbour.csv,0.85,1.0,0.4,0.39,0.89,0.42,0.78,0.68,0.41,0.68,0.57,0.78,0.23,0.65,0.53,0.19,0.47,0.73
