,jmoney.csv,array4j.csv,dxengine.csv,jsidplay2.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,pustefix.csv,haggle.csv,jmonkeyengine.csv,mediate.csv,e-bio-flow.csv,tmva.csv,matrex.csv,freedom-erp.csv,jchassis.csv,emono.csv,thedata.csv
array4j.csv,0.45,0.67,0.67,0.53,0.51,0.46,0.53,0.54,0.4,0.69,0.39,0.33,0.43,0.98,0.42,0.44,0.5,0.77,0.4
dxengine.csv,0.62,0.62,0.48,0.55,0.63,0.87,0.76,0.76,0.92,0.86,0.5,0.47,0.81,0.89,0.44,0.0,0.63,0.59,0.49
e-bio-flow.csv,0.88,0.57,0.69,0.55,0.63,0.52,0.48,0.5,0.9,0.72,0.75,0.92,0.47,0.55,0.88,0.39,0.0,0.47,0.5
emono.csv,0.94,0.46,0.56,0.7,0.56,0.49,0.46,0.64,0.48,0.53,0.58,0.34,0.57,0.54,0.41,0.35,0.52,0.55,0.78
freedom-erp.csv,0.5,0.56,0.8,0.57,0.92,0.62,0.67,0.68,0.89,0.86,0.89,0.0,0.59,0.67,0.55,0.36,0.0,0.0,0.89
haggle.csv,0.61,0.42,0.47,0.75,0.68,0.59,0.57,0.59,0.41,0.49,0.4,0.89,0.41,0.56,0.88,0.0,0.5,0.86,0.31
jbpm.csv,0.9,0.77,0.5,0.0,0.86,0.5,0.76,0.8,0.88,0.89,0.5,0.0,0.86,0.0,0.94,0.81,0.0,0.0,0.83
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.83,0.0,0.86,0.0,0.0
jmoney.csv,0.38,0.4,0.36,0.39,0.43,0.35,0.4,0.46,0.43,0.39,0.5,0.33,0.3,0.38,0.93,0.63,0.55,0.42,0.53
jmonkeyengine.csv,0.62,0.65,0.41,0.76,0.53,0.94,0.74,0.61,0.52,0.49,0.5,0.89,0.51,0.45,0.88,0.75,0.67,0.45,0.62
jsidplay2.csv,0.5,0.5,0.88,0.4,0.91,0.62,0.9,0.93,0.86,0.93,0.47,0.45,0.92,0.86,0.51,0.32,0.8,0.96,0.36
log4net.csv,0.5,0.4,0.92,0.73,0.91,0.57,0.73,0.94,0.9,0.9,0.75,0.45,0.47,0.94,0.6,0.52,0.0,0.73,0.42
matrex.csv,0.48,0.93,0.88,0.54,0.55,0.8,0.81,0.94,0.0,0.83,0.88,0.49,0.64,0.5,0.45,0.74,0.0,0.91,0.0
mediate.csv,0.48,0.4,0.52,0.63,0.47,0.53,0.63,0.6,0.56,0.45,0.81,0.39,0.44,0.48,0.47,0.72,0.56,0.62,0.67
piccolo2d.csv,0.5,0.38,0.88,0.55,0.59,0.53,0.54,0.76,0.88,0.52,0.88,0.5,0.48,0.61,0.39,0.38,0.0,0.92,0.62
pustefix.csv,0.48,0.65,0.43,0.76,0.65,0.44,0.55,0.46,0.67,0.55,0.38,0.74,0.47,0.46,0.69,0.46,0.59,0.55,0.44
sblim.csv,0.62,0.75,0.8,0.83,0.57,0.93,0.97,0.92,0.88,0.92,0.88,0.0,0.9,0.54,0.75,0.94,0.8,0.7,0.45
thedata.csv,0.44,0.49,0.43,0.45,0.53,0.54,0.59,0.54,0.53,0.44,0.76,0.44,0.51,0.43,0.42,0.33,0.68,0.49,0.86
tmva.csv,0.36,0.39,0.44,0.38,0.52,0.36,0.4,0.43,0.43,0.43,0.34,0.32,0.39,0.5,0.34,0.31,0.45,0.69,0.36
