,lamp.csv,thout.csv,fityk.csv,hibernate.csv
fityk.csv,0.48,0.5,0.38,0.48
hibernate.csv,0.89,0.56,0.38,0.58
lamp.csv,0.59,0.64,0.43,0.47
thout.csv,0.41,0.6,0.43,0.48
