,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,wxcode.csv,arm-webradio.csv
alleg.csv,0.77,0.71,0.61,0.56,0.85,0.77,0.97,0.55,0.78,0.84,0.84,0.65,0.43,0.74,0.86,1.06,0.54,0.52
arm-webradio.csv,0.71,0.57,0.67,0.65,0.64,0.6,0.86,0.34,0.97,0.97,1.0,0.66,0.8,0.71,0.78,0.98,0.95,0.18
bwapi.csv,1.0,0.9,0.96,0.97,0.77,0.98,1.0,1.17,0.81,0.75,1.0,0.94,0.94,0.99,0.71,0.28,0.84,1.05
co-ode-owl-plugins.csv,0.65,0.55,0.43,0.67,0.47,0.59,0.77,0.3,0.73,0.93,0.94,0.63,0.85,0.71,0.59,0.92,0.8,0.17
firebreath.csv,0.55,0.98,0.54,0.52,0.71,0.45,0.6,0.97,0.8,0.56,0.92,0.46,0.85,0.29,0.51,0.89,0.52,0.87
frogatto.csv,0.42,0.69,0.73,0.58,0.61,0.55,0.63,1.04,0.52,0.44,0.97,0.51,0.69,0.99,0.45,1.0,0.49,0.86
gretl.csv,0.49,0.77,0.62,0.55,0.92,0.75,0.8,0.63,0.76,0.94,0.84,0.51,0.66,0.42,0.94,0.74,0.79,0.47
jasperreports.csv,0.71,0.83,0.94,0.89,0.81,0.84,1.0,1.17,1.04,0.81,0.9,0.67,0.71,0.14,0.88,0.88,0.94,1.25
konversation.csv,0.67,0.68,0.25,0.63,0.61,0.51,0.69,0.62,0.89,0.8,0.76,0.55,0.8,0.39,0.84,0.88,0.93,0.8
linuxsh.csv,0.66,0.34,0.6,0.85,0.66,0.83,1.0,0.38,0.81,0.83,1.0,0.86,0.86,1.0,0.59,0.84,1.02,0.63
moviesandbox.csv,0.68,0.53,0.42,0.55,0.47,0.58,0.91,0.45,0.49,0.71,0.94,0.8,0.82,0.53,0.58,0.88,0.73,0.75
ontomorphtab.csv,0.37,1.0,0.93,0.85,0.91,0.91,0.86,0.96,0.72,0.65,1.0,0.93,1.0,0.46,1.0,0.53,0.98,1.0
opengs.csv,0.91,0.52,0.44,0.45,0.56,0.75,0.95,0.94,0.4,0.63,1.0,0.69,0.8,0.78,0.72,0.73,0.2,1.0
scite-ru.csv,0.73,0.71,0.66,0.74,0.67,0.68,0.57,0.62,0.53,0.74,0.71,0.63,0.74,1.0,0.64,0.95,0.74,0.96
tokratan.csv,0.66,0.57,0.46,0.47,0.54,0.7,0.9,0.95,0.45,0.41,0.74,0.49,0.7,0.6,0.83,0.86,0.29,0.9
vrjuggler.csv,0.63,1.0,0.46,0.96,0.77,0.88,0.74,0.37,0.9,0.7,0.57,0.94,0.93,0.93,0.7,0.83,1.0,0.77
wxcode.csv,0.72,1.02,0.44,0.65,0.84,0.78,0.59,0.94,1.0,0.67,0.78,0.67,0.68,0.23,0.92,0.93,0.18,1.1
xuggle.csv,0.57,0.69,0.51,0.34,0.62,0.62,0.54,0.82,0.52,0.54,0.89,0.53,0.64,0.97,0.53,0.82,0.32,0.56
