,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,wxcode.csv,arm-webradio.csv
alleg.csv,0.19,0.65,0.18,0.36,0.83,0.24,0.17,0.5,0.78,0.51,0.37,0.57,0.36,0.26,0.85,0.97,0.46,0.41
arm-webradio.csv,0.43,0.56,0.1,0.39,0.63,0.32,0.08,0.05,0.97,0.91,0.05,0.27,0.38,0.42,0.76,0.97,0.42,0.18
bwapi.csv,1.0,0.82,0.96,0.96,0.57,0.98,1.0,0.97,0.36,0.67,1.0,0.93,0.93,0.99,0.3,0.19,0.84,0.9
co-ode-owl-plugins.csv,0.43,0.42,0.28,0.64,0.43,0.38,0.08,0.11,0.73,0.9,0.08,0.13,0.33,0.7,0.42,0.86,0.36,0.14
firebreath.csv,0.19,0.98,0.51,0.42,0.69,0.35,0.29,0.71,0.77,0.45,0.61,0.4,0.84,0.29,0.12,0.67,0.29,0.86
frogatto.csv,0.24,0.58,0.72,0.54,0.46,0.45,0.62,0.88,0.35,0.28,0.97,0.43,0.64,0.99,0.3,0.69,0.49,0.76
gretl.csv,0.43,0.55,0.57,0.28,0.91,0.65,0.75,0.59,0.49,0.94,0.47,0.43,0.45,0.42,0.94,0.72,0.66,0.25
jasperreports.csv,0.38,0.53,0.94,0.83,0.57,0.82,1.0,0.96,0.66,0.12,0.9,0.6,0.67,0.13,0.55,0.0,0.75,0.79
konversation.csv,0.24,0.24,0.19,0.18,0.14,0.4,0.31,0.27,0.25,0.75,0.58,0.2,0.33,0.39,0.06,0.11,0.36,0.02
linuxsh.csv,0.29,0.29,0.16,0.05,0.6,0.17,0.06,0.17,0.81,0.76,0.02,0.07,0.16,0.07,0.39,0.67,0.21,0.05
moviesandbox.csv,0.67,0.27,0.39,0.34,0.4,0.47,0.12,0.35,0.44,0.66,0.03,0.13,0.31,0.37,0.3,0.47,0.46,0.22
ontomorphtab.csv,0.19,1.0,0.92,0.85,0.91,0.91,0.85,0.7,0.71,0.6,1.0,0.93,1.0,0.46,1.0,0.5,0.97,1.0
opengs.csv,0.0,0.25,0.13,0.17,0.49,0.26,0.0,0.0,0.29,0.19,0.0,0.1,0.33,0.48,0.18,0.17,0.14,0.0
scite-ru.csv,0.71,0.71,0.51,0.74,0.66,0.57,0.23,0.6,0.52,0.74,0.66,0.47,0.55,1.0,0.61,0.94,0.74,0.96
tokratan.csv,0.19,0.44,0.19,0.22,0.4,0.3,0.0,0.07,0.09,0.23,0.39,0.4,0.51,0.59,0.03,0.03,0.25,0.77
vrjuggler.csv,0.43,0.02,0.19,0.02,0.17,0.05,0.19,0.25,0.12,0.23,0.42,0.1,0.02,0.53,0.48,0.39,0.05,0.03
wxcode.csv,0.05,0.2,0.16,0.16,0.2,0.14,0.13,0.02,0.0,0.03,0.2,0.1,0.27,0.23,0.0,0.0,0.18,0.52
xuggle.csv,0.24,0.64,0.29,0.21,0.57,0.48,0.38,0.39,0.49,0.54,0.36,0.33,0.56,0.97,0.45,0.81,0.32,0.36
