,werx.csv,plog4u.csv,fm-classic.csv,openxava.csv,vars-redux.csv,tcvp.csv,jcl.csv
fm-classic.csv,0.16,0.0,0.98,0.43,0.45,0.0,0.4
jcl.csv,0.0,0.0,0.37,0.36,0.59,0.48,0.77
openxava.csv,0.1,0.89,0.36,0.73,0.59,0.46,0.24
tcvp.csv,0.0,0.0,0.0,0.0,0.02,0.77,0.0
vars-redux.csv,0.0,0.76,0.61,0.21,0.74,0.13,0.05
werx.csv,0.97,0.0,0.0,0.2,0.34,0.0,0.62
