,werx.csv,plog4u.csv,fm-classic.csv,openxava.csv,vars-redux.csv,tcvp.csv,jcl.csv
fm-classic.csv,1.0,1.0,0.1,0.63,0.64,1.0,0.72
jcl.csv,1.2,1.01,0.71,0.7,0.75,0.62,0.36
openxava.csv,1.05,0.38,0.78,0.41,0.58,0.73,0.84
tcvp.csv,1.0,1.01,1.0,1.0,0.99,0.34,1.0
vars-redux.csv,1.19,0.61,0.76,0.95,0.41,0.97,0.99
werx.csv,0.04,1.0,1.0,0.96,0.91,1.0,0.65
