,werx.csv,plog4u.csv,fm-classic.csv,openxava.csv,vars-redux.csv,tcvp.csv,jcl.csv
fm-classic.csv,0.0,101.0,4.0,0.0,1.0,82.0,4.0
jcl.csv,0.0,101.0,12.0,5.0,3.0,14.0,0.0
openxava.csv,0.0,26.0,17.0,0.0,0.0,9.0,4.0
tcvp.csv,200.0,101.0,70.0,147.0,6.0,2.0,115.0
vars-redux.csv,0.0,49.0,16.0,33.0,0.0,24.0,7.0
werx.csv,0.0,83.0,29.0,33.0,2.0,19.0,1.0
