,plearn.csv,nsis.csv,aztec.csv,papertoolkit.csv,qdvdauthor.csv,tango-cs.csv
aztec.csv,0.08,0.0,0.0,0.17,0.05,0.51
nsis.csv,0.92,0.0,0.96,0.75,0.89,0.51
papertoolkit.csv,0.01,0.14,0.06,0.0,0.0,0.01
plearn.csv,0.02,0.43,0.6,0.82,0.84,0.33
qdvdauthor.csv,0.67,0.43,0.38,0.03,0.0,0.17
tango-cs.csv,0.15,0.14,0.99,0.37,0.37,0.01
