,plearn.csv,nsis.csv,aztec.csv,papertoolkit.csv,qdvdauthor.csv,tango-cs.csv
aztec.csv,0.0,0.04,0.86,0.0,0.02,0.4
nsis.csv,0.3,1.0,0.16,0.5,0.37,0.51
papertoolkit.csv,0.0,0.0,0.05,1.0,0.02,0.05
plearn.csv,0.91,0.68,0.53,0.28,0.38,0.47
qdvdauthor.csv,0.64,0.5,0.66,0.0,0.98,0.28
tango-cs.csv,0.37,0.19,0.05,0.89,0.25,0.97
