,plearn.csv,nsis.csv,aztec.csv,papertoolkit.csv,qdvdauthor.csv,tango-cs.csv
aztec.csv,204.0,0.0,0.0,62.0,0.0,0.0
nsis.csv,5.0,0.0,72.0,17.0,0.0,1.0
papertoolkit.csv,204.0,92.0,9.0,0.0,0.0,0.0
plearn.csv,0.0,0.0,64.0,47.0,0.0,0.0
qdvdauthor.csv,2.0,1.0,5.0,62.0,0.0,0.0
tango-cs.csv,4.0,0.0,47.0,10.0,0.0,0.0
