,plearn.csv,nsis.csv,aztec.csv,papertoolkit.csv,qdvdauthor.csv,tango-cs.csv
aztec.csv,1.0,0.97,0.17,1.01,0.98,0.8
nsis.csv,0.92,0.0,1.04,0.82,0.9,0.7
papertoolkit.csv,1.0,1.01,0.96,0.0,0.97,0.96
plearn.csv,0.1,0.51,0.73,1.05,0.94,0.65
qdvdauthor.csv,0.69,0.68,0.51,1.0,0.03,0.78
tango-cs.csv,0.69,0.85,0.99,0.37,0.86,0.05
