,maidsafe-dht.csv,atlc.csv,theresa.csv,playerstage.csv,knowledge.csv,gnukeda.csv,enlightenment.csv,boost-sandbox.csv,yaprm.csv,kowari.csv,fceugc.csv,proftp.csv,jaolt.csv,tcvp.csv,dspace-gsoc.csv,lufa-lib.csv,xapian.csv,pixel-commandos.csv,uwom.csv
atlc.csv,0.51,0.47,0.52,0.38,0.52,0.47,0.53,0.44,0.48,0.38,0.4,0.47,0.65,0.63,0.34,0.55,0.55,0.58,0.61
boost-sandbox.csv,0.51,0.57,0.45,0.59,0.89,0.84,0.78,0.56,0.66,0.49,0.55,0.85,0.44,0.36,0.42,0.65,0.57,0.46,0.49
dspace-gsoc.csv,0.41,0.67,0.42,0.36,0.42,0.41,0.55,0.38,0.34,0.42,0.31,0.34,0.38,0.33,0.41,0.44,0.36,0.42,0.42
enlightenment.csv,0.38,0.42,0.42,0.35,0.41,0.44,0.47,0.39,0.33,0.35,0.39,0.4,0.35,0.36,0.29,0.52,0.4,0.41,0.39
fceugc.csv,0.61,0.0,0.89,0.44,0.54,0.54,0.71,0.91,0.55,0.49,0.58,0.65,0.88,0.8,0.94,0.0,0.88,0.93,0.81
gnukeda.csv,0.4,0.59,0.39,0.36,0.4,0.53,0.5,0.4,0.45,0.37,0.38,0.47,0.44,0.36,0.3,0.53,0.47,0.43,0.45
jaolt.csv,0.45,0.0,0.41,0.38,0.37,0.42,0.97,0.77,0.31,0.42,0.31,0.28,0.46,0.83,0.5,0.92,0.38,0.42,0.49
knowledge.csv,0.41,0.52,0.4,0.38,0.42,0.47,0.49,0.5,0.41,0.35,0.38,0.33,0.38,0.39,0.33,0.6,0.52,0.45,0.43
kowari.csv,0.68,0.69,0.52,0.51,0.67,0.56,0.68,0.51,0.47,0.7,0.42,0.55,0.55,0.52,0.44,0.65,0.54,0.45,0.46
lufa-lib.csv,0.46,0.58,0.43,0.59,0.49,0.69,0.63,0.66,0.49,0.78,0.47,0.69,0.43,0.38,0.52,0.7,0.48,0.46,0.57
maidsafe-dht.csv,0.56,0.47,0.48,0.48,0.43,0.43,0.63,0.47,0.42,0.38,0.36,0.37,0.46,0.67,0.34,0.71,0.49,0.78,0.67
pixel-commandos.csv,0.9,0.92,0.86,0.93,0.7,0.92,0.99,0.76,0.71,0.83,0.81,0.8,0.93,0.8,0.67,0.63,0.83,0.9,0.99
playerstage.csv,0.55,0.69,0.4,0.5,0.38,0.57,0.49,0.54,0.39,0.59,0.85,0.42,0.49,0.43,0.44,0.6,0.69,0.57,0.44
proftp.csv,0.8,0.0,0.69,0.93,0.73,0.5,0.91,0.65,0.65,0.9,0.64,0.38,0.0,0.0,0.0,0.93,0.62,0.89,0.99
tcvp.csv,0.67,0.67,0.67,0.67,0.0,0.75,0.97,0.83,0.0,0.0,0.0,0.0,0.67,0.74,0.0,0.67,0.0,0.72,0.98
theresa.csv,0.46,0.82,0.5,0.48,0.43,0.5,0.45,0.95,0.54,0.3,0.62,0.34,0.4,0.8,0.89,0.74,0.42,0.42,0.4
uwom.csv,0.66,0.88,0.0,0.95,0.93,0.85,0.65,0.47,0.75,0.41,0.91,0.46,0.51,0.42,0.69,0.69,0.0,0.89,0.61
xapian.csv,0.66,0.82,0.56,0.38,0.45,0.53,0.72,0.44,0.46,0.37,0.54,0.43,0.91,0.5,0.71,0.67,0.73,0.67,0.51
yaprm.csv,0.6,0.0,0.53,0.39,0.62,0.42,0.98,0.65,0.39,0.39,0.37,0.3,0.93,0.0,0.0,0.67,0.36,0.54,0.55
