,go.csv,yale.csv,freebios.csv,vars-redux.csv,gnupdate.csv,alsa.csv,qse.csv,pgui.csv,pcsx2.csv,rebecca-aiml.csv,wxjs.csv,glelite.csv,ffigo.csv,gstreamer.csv,skia.csv,biopax.csv,metacosm.csv
alsa.csv,0.78,0.26,0.66,0.59,0.32,0.77,0.6,0.44,0.79,0.45,0.15,0.99,0.78,0.73,0.5,0.88,0.64
biopax.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.91,0.64
ffigo.csv,0.58,0.0,0.62,0.59,0.32,0.0,0.6,0.43,0.58,0.45,0.0,0.99,0.81,0.0,0.5,0.88,0.64
freebios.csv,0.75,0.27,0.75,0.34,0.1,0.75,0.42,0.41,0.7,0.68,0.24,0.51,0.79,0.73,0.54,0.44,0.07
glelite.csv,0.0,0.0,0.0,0.62,0.3,0.0,0.16,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4,0.88,0.64
gnupdate.csv,0.0,0.0,0.0,0.54,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.78,0.64
go.csv,0.83,0.0,0.56,0.59,0.32,0.0,0.6,0.44,0.73,0.43,0.15,0.99,0.71,0.46,0.5,0.88,0.64
gstreamer.csv,0.78,0.26,0.66,0.59,0.32,0.77,0.6,0.44,0.79,0.45,0.15,0.99,0.78,0.73,0.5,0.88,0.64
metacosm.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73
pcsx2.csv,0.79,0.2,0.66,0.59,0.32,0.0,0.6,0.44,0.76,0.45,0.15,0.99,0.78,0.74,0.5,0.88,0.64
pgui.csv,0.0,0.0,0.0,0.6,0.34,0.0,0.69,0.51,0.0,0.0,0.17,0.99,0.0,0.0,0.55,0.87,0.64
qse.csv,0.0,0.0,0.0,0.61,0.35,0.0,0.86,0.11,0.0,0.0,0.0,0.97,0.0,0.0,0.43,0.87,0.64
rebecca-aiml.csv,0.75,0.26,0.26,0.0,0.0,0.77,0.0,0.03,0.76,0.69,0.29,0.01,0.74,0.73,0.12,0.0,0.0
skia.csv,0.35,0.24,0.31,0.44,0.07,0.71,0.39,0.44,0.31,0.11,0.21,0.87,0.75,0.7,0.58,0.62,0.33
vars-redux.csv,0.0,0.0,0.0,0.73,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.88,0.64
wxjs.csv,0.44,0.26,0.0,0.0,0.0,0.77,0.0,0.0,0.71,0.21,0.77,0.0,0.38,0.73,0.0,0.0,0.0
yale.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
