,go.csv,yale.csv,freebios.csv,vars-redux.csv,gnupdate.csv,alsa.csv,qse.csv,pgui.csv,pcsx2.csv,rebecca-aiml.csv,wxjs.csv,glelite.csv,ffigo.csv,gstreamer.csv,skia.csv,biopax.csv,metacosm.csv
alsa.csv,0.4,0.41,0.39,0.35,0.46,0.38,0.43,0.4,0.43,0.4,0.39,0.5,0.38,0.39,0.36,0.42,0.41
biopax.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.0,0.0,0.49,0.41
ffigo.csv,0.65,0.0,0.46,0.36,0.46,0.0,0.43,0.41,0.63,0.46,0.58,0.5,0.42,0.0,0.36,0.42,0.41
freebios.csv,0.39,0.41,0.57,0.65,0.48,0.37,0.58,0.39,0.41,0.61,0.41,0.54,0.36,0.39,0.36,0.57,0.5
glelite.csv,0.0,0.0,0.0,0.35,0.42,0.0,0.67,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.65,0.42,0.41
gnupdate.csv,0.0,0.0,0.0,0.49,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.0,0.53,0.43
go.csv,0.39,0.0,0.37,0.35,0.46,0.0,0.43,0.4,0.35,0.4,0.39,0.5,0.36,0.7,0.36,0.42,0.41
gstreamer.csv,0.4,0.41,0.39,0.35,0.46,0.38,0.43,0.4,0.43,0.4,0.39,0.5,0.38,0.39,0.36,0.42,0.41
metacosm.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48
pcsx2.csv,0.38,0.98,0.39,0.35,0.46,0.0,0.43,0.4,0.38,0.4,0.39,0.5,0.38,0.32,0.36,0.42,0.41
pgui.csv,0.0,0.0,0.0,0.35,0.48,0.0,0.48,0.81,0.0,0.0,0.81,0.5,0.0,0.0,0.4,0.42,0.41
qse.csv,0.0,0.0,0.0,0.34,0.46,0.0,0.49,0.86,0.0,0.0,0.0,0.49,0.0,0.0,0.4,0.41,0.41
rebecca-aiml.csv,0.42,0.41,0.92,0.67,0.0,0.38,0.0,0.91,0.44,0.67,0.92,0.0,0.4,0.39,0.91,0.0,0.0
skia.csv,0.8,0.44,0.88,0.7,0.86,0.36,0.69,0.4,0.79,0.75,0.38,0.51,0.38,0.4,0.73,0.56,0.8
vars-redux.csv,0.0,0.0,0.0,0.47,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.42,0.41
wxjs.csv,0.65,0.41,0.0,0.0,0.0,0.38,0.0,0.0,0.49,0.92,0.8,0.0,0.67,0.39,0.0,0.0,0.0
yale.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
