,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,libtorrent.csv,xstore.csv,salasaga.csv,nebuladevice.csv,xtreemfs.csv,natpad.csv
ikvm.csv,0.85,0.22,0.95,0.87,0.77,0.9,0.77,0.98,0.84,1.01,0.87
libtorrent.csv,0.85,0.76,1.0,0.8,0.97,0.72,0.98,0.99,0.87,0.82,1.0
mcmc-jags.csv,0.71,0.95,0.78,0.4,0.64,0.61,0.52,0.82,0.84,0.73,0.6
natpad.csv,0.67,0.68,0.58,0.64,0.55,0.66,0.55,0.52,0.82,0.57,0.4
nebuladevice.csv,0.77,1.0,1.0,1.0,1.0,0.96,0.98,1.0,0.6,0.98,1.0
olap-navigator.csv,0.21,0.65,0.52,0.42,0.48,0.5,0.67,0.66,0.62,0.52,0.59
pidgin.csv,0.44,0.63,0.87,0.58,0.57,0.56,0.69,0.72,0.69,0.43,0.57
salasaga.csv,0.78,0.81,1.0,0.67,0.81,0.76,0.62,0.75,0.95,0.83,0.5
sepgsql.csv,0.98,0.87,0.96,1.0,0.88,0.9,0.96,1.0,1.0,1.0,1.0
xstore.csv,0.75,0.71,0.98,0.47,0.74,0.66,0.44,0.57,0.74,0.53,0.81
xtreemfs.csv,0.56,0.67,0.48,0.66,0.44,0.6,0.5,0.56,0.87,0.33,0.45
