,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,libtorrent.csv,xstore.csv,salasaga.csv,nebuladevice.csv,xtreemfs.csv,natpad.csv
ikvm.csv,0.63,0.2,0.77,0.48,0.53,0.83,0.63,0.98,0.65,0.74,0.61
libtorrent.csv,0.85,0.67,1.0,0.79,0.97,0.72,0.98,0.99,0.87,0.82,1.0
mcmc-jags.csv,0.44,0.67,0.07,0.0,0.36,0.39,0.37,0.06,0.41,0.51,0.56
natpad.csv,0.48,0.4,0.54,0.5,0.44,0.33,0.37,0.5,0.2,0.48,0.19
nebuladevice.csv,0.07,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.06,0.0,0.0
olap-navigator.csv,0.15,0.47,0.51,0.26,0.38,0.11,0.56,0.55,0.61,0.51,0.2
pidgin.csv,0.37,0.57,0.87,0.48,0.56,0.5,0.66,0.71,0.63,0.43,0.53
salasaga.csv,0.59,0.5,0.03,0.48,0.12,0.22,0.2,0.02,0.2,0.48,0.19
sepgsql.csv,0.0,0.13,0.0,0.02,0.03,0.0,0.02,0.0,0.0,0.0,0.03
xstore.csv,0.59,0.4,0.98,0.07,0.73,0.22,0.29,0.57,0.51,0.52,0.81
xtreemfs.csv,0.15,0.63,0.19,0.38,0.31,0.33,0.37,0.31,0.08,0.31,0.31
