,array4j.csv,mule.csv,sblim.csv,piccolo2d.csv,jbpm.csv,calcubetimer.csv,jgossipforum.csv,joustsim.csv,madman.csv,bigdata.csv,jas.csv,nunit.csv
array4j.csv,0.25,0.6,0.11,0.12,0.12,0.93,0.03,0.16,0.25,0.87,0.08,0.22
bigdata.csv,0.2,0.66,0.2,0.19,0.16,1.0,0.07,0.25,0.14,0.91,0.06,0.4
calcubetimer.csv,0.17,0.72,0.32,0.15,0.21,1.0,0.0,0.26,0.08,0.86,0.0,0.23
jas.csv,0.13,0.63,0.27,0.0,0.15,0.8,0.05,0.4,0.19,0.91,0.3,0.26
jbpm.csv,0.2,0.83,0.33,0.0,0.43,1.0,0.0,0.1,0.0,0.91,0.0,0.6
jgossipforum.csv,0.12,0.71,0.34,0.29,0.11,0.91,0.26,1.0,0.35,0.96,0.0,0.37
joustsim.csv,0.15,0.63,0.2,0.15,0.24,0.96,0.12,0.59,0.18,0.92,0.14,0.26
madman.csv,0.19,0.55,0.25,0.1,0.05,0.88,0.01,0.1,0.38,0.89,0.03,0.1
mule.csv,0.16,0.71,0.23,0.16,0.17,0.97,0.04,0.35,0.14,0.88,0.24,0.32
nunit.csv,0.14,0.76,0.13,0.19,0.13,1.0,0.05,0.12,0.06,0.9,0.04,0.38
piccolo2d.csv,0.16,0.9,0.36,0.39,0.22,1.0,0.0,0.21,0.36,0.9,0.0,0.47
sblim.csv,0.22,0.68,0.49,0.19,0.19,0.93,0.0,0.4,0.15,0.95,0.05,0.21
