,array4j.csv,mule.csv,sblim.csv,piccolo2d.csv,jbpm.csv,calcubetimer.csv,jgossipforum.csv,joustsim.csv,madman.csv,bigdata.csv,jas.csv,nunit.csv
array4j.csv,4.0,0.0,52.0,19.0,25.0,0.0,89.0,27.0,1.0,0.0,39.0,5.0
bigdata.csv,3.0,2.0,12.0,7.0,8.0,0.0,9.0,5.0,24.0,0.0,5.0,10.0
calcubetimer.csv,7.0,1.0,0.0,27.0,26.0,0.0,224.0,6.0,19.0,1.0,124.0,1.0
jas.csv,2.0,2.0,0.0,94.0,1.0,1.0,59.0,1.0,18.0,1.0,0.0,1.0
jbpm.csv,0.0,1.0,3.0,94.0,0.0,0.0,224.0,9.0,56.0,0.0,124.0,0.0
jgossipforum.csv,8.0,0.0,9.0,4.0,4.0,1.0,2.0,0.0,4.0,2.0,124.0,2.0
joustsim.csv,5.0,0.0,19.0,12.0,6.0,1.0,8.0,2.0,22.0,0.0,9.0,1.0
madman.csv,5.0,4.0,0.0,16.0,68.0,0.0,102.0,25.0,3.0,1.0,10.0,4.0
mule.csv,9.0,0.0,12.0,22.0,18.0,0.0,55.0,0.0,23.0,0.0,2.0,6.0
nunit.csv,7.0,1.0,23.0,21.0,1.0,0.0,54.0,20.0,19.0,0.0,0.0,1.0
piccolo2d.csv,14.0,0.0,6.0,4.0,27.0,0.0,224.0,13.0,2.0,0.0,124.0,10.0
sblim.csv,1.0,0.0,0.0,15.0,16.0,0.0,224.0,1.0,22.0,0.0,3.0,16.0
