,array4j.csv,mule.csv,sblim.csv,piccolo2d.csv,jbpm.csv,calcubetimer.csv,jgossipforum.csv,joustsim.csv,madman.csv,bigdata.csv,jas.csv,nunit.csv
array4j.csv,0.32,0.31,0.17,0.2,0.19,0.91,0.06,0.27,0.17,0.84,0.14,0.31
bigdata.csv,0.26,0.71,0.19,0.21,0.24,0.42,0.1,0.26,0.24,0.83,0.1,0.46
calcubetimer.csv,0.22,0.48,0.48,0.27,0.33,0.93,0.0,0.38,0.14,0.51,0.0,0.29
jas.csv,0.17,0.2,0.39,0.0,0.24,0.34,0.09,0.25,0.31,0.5,0.45,0.23
jbpm.csv,0.15,0.07,0.14,0.0,0.54,0.04,0.0,0.1,0.0,0.14,0.0,0.13
jgossipforum.csv,0.16,0.52,0.42,0.2,0.13,0.3,0.42,0.53,0.48,0.28,0.0,0.35
joustsim.csv,0.17,0.67,0.32,0.2,0.35,0.56,0.21,0.71,0.3,0.6,0.22,0.38
madman.csv,0.3,0.46,0.39,0.12,0.08,0.52,0.02,0.15,0.55,0.16,0.05,0.12
mule.csv,0.24,0.7,0.23,0.27,0.28,0.76,0.08,0.47,0.23,0.6,0.34,0.46
nunit.csv,0.2,0.45,0.15,0.29,0.23,0.63,0.09,0.18,0.1,0.66,0.07,0.48
piccolo2d.csv,0.23,0.39,0.38,0.55,0.33,0.62,0.0,0.31,0.45,0.34,0.0,0.42
sblim.csv,0.24,0.59,0.6,0.31,0.27,0.37,0.0,0.46,0.24,0.24,0.07,0.29
