,brlcad.csv,xmemcached.csv,fceugc.csv,jaolt.csv,kmess.csv,google-gears.csv,ftm.csv,jcache.csv
brlcad.csv,0.02,1.01,0.98,0.89,0.88,0.92,0.97,1.01
fceugc.csv,0.73,0.62,0.05,0.75,0.69,0.8,0.84,0.68
ftm.csv,0.8,0.65,0.57,0.66,0.8,0.65,0.0,0.39
google-gears.csv,0.78,0.64,0.46,0.74,0.76,0.03,0.61,0.53
jaolt.csv,0.69,0.69,0.73,0.03,0.67,0.55,0.78,0.43
jcache.csv,0.72,0.62,0.67,0.71,0.72,0.8,0.73,0.0
kmess.csv,0.87,0.87,0.85,0.61,0.02,0.7,0.76,0.86
xmemcached.csv,0.61,0.22,0.63,0.52,0.73,0.71,0.65,0.8
