,brlcad.csv,xmemcached.csv,fceugc.csv,jaolt.csv,kmess.csv,google-gears.csv,ftm.csv,jcache.csv
brlcad.csv,0.99,0.35,0.5,0.62,0.72,0.82,0.62,0.56
fceugc.csv,0.31,0.4,0.95,0.41,0.47,0.35,0.28,0.44
ftm.csv,0.32,0.37,0.59,0.61,0.73,0.77,1.0,0.71
google-gears.csv,0.37,0.39,0.62,0.65,0.71,1.0,0.56,0.58
jaolt.csv,0.33,0.42,0.51,0.99,0.65,0.68,0.59,0.68
jcache.csv,0.38,0.45,0.44,0.46,0.44,0.36,0.53,1.0
kmess.csv,0.35,0.19,0.33,0.56,0.99,0.5,0.35,0.23
xmemcached.csv,0.4,0.88,0.44,0.65,0.42,0.47,0.49,0.32
