,brlcad.csv,xmemcached.csv,fceugc.csv,jaolt.csv,kmess.csv,google-gears.csv,ftm.csv,jcache.csv
brlcad.csv,0.0,0.98,0.98,0.79,0.87,0.92,0.97,1.0
fceugc.csv,0.25,0.27,0.02,0.17,0.24,0.19,0.28,0.2
ftm.csv,0.69,0.39,0.56,0.45,0.78,0.59,0.0,0.32
google-gears.csv,0.73,0.47,0.44,0.62,0.73,0.03,0.46,0.24
jaolt.csv,0.4,0.64,0.72,0.0,0.56,0.35,0.75,0.32
jcache.csv,0.64,0.56,0.51,0.24,0.2,0.22,0.62,0.0
kmess.csv,0.83,0.08,0.67,0.17,0.0,0.3,0.13,0.12
xmemcached.csv,0.44,0.0,0.26,0.21,0.18,0.22,0.35,0.07
