,kdenlive.csv,jmri.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,plplot.csv,wishmaster.csv,motu.csv,projectfactory.csv,amygdala.csv,dspace-gsoc.csv,runuomondains.csv,somap.csv,tigermud.csv,hydrate.csv,cme.csv
algebsql.csv,0.38,0.51,0.48,0.54,0.86,0.46,0.54,0.4,0.12,0.42,0.26,0.13,0.05,0.13,0.48,0.59
amygdala.csv,0.54,0.37,0.51,0.09,0.0,0.17,0.17,0.1,0.24,0.74,0.54,0.15,0.48,0.46,0.21,0.0
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.13,0.07,1.0
dspace-gsoc.csv,0.59,0.21,0.59,0.24,0.21,0.63,0.55,0.38,0.21,0.62,0.74,0.66,0.0,0.38,0.58,0.61
hydrate.csv,0.43,0.55,0.55,0.12,0.39,0.58,0.32,0.43,0.25,0.16,0.32,0.61,0.18,0.33,0.62,0.43
ivef-sdk.csv,0.57,0.63,0.48,1.0,0.26,0.09,0.51,0.0,0.56,0.06,0.26,0.0,0.0,0.13,0.04,0.65
jmri.csv,0.46,0.66,0.18,0.62,0.51,0.63,0.24,0.27,0.42,0.38,0.2,0.54,0.42,0.17,0.28,0.3
kdenlive.csv,0.7,0.49,0.41,0.19,0.28,0.66,0.63,0.71,0.51,0.57,0.53,0.68,0.62,0.5,0.64,0.82
motu.csv,0.57,0.58,0.61,0.5,0.11,0.66,0.63,0.69,0.21,0.45,0.26,0.29,0.0,0.43,0.38,0.66
plplot.csv,0.57,0.59,0.22,0.12,0.54,0.7,0.51,0.56,0.46,0.3,0.59,0.51,0.6,0.32,0.5,0.22
projectfactory.csv,0.4,0.6,0.62,0.07,0.53,0.62,0.3,0.65,0.58,0.58,0.36,0.79,0.43,0.55,0.72,0.64
runuomondains.csv,0.66,0.66,0.36,0.13,0.5,0.7,0.67,0.61,0.39,0.5,0.56,0.87,0.49,0.2,0.49,0.4
somap.csv,0.3,0.5,0.51,0.0,0.61,0.41,0.27,0.09,0.43,0.24,0.0,0.27,0.85,0.21,0.0,0.54
taverna.csv,0.4,0.12,0.68,0.09,0.65,0.38,0.5,0.27,0.37,0.54,0.07,0.15,0.38,0.35,0.25,0.0
tigermud.csv,0.34,0.52,0.51,0.0,0.04,0.06,0.0,0.26,0.12,0.04,0.31,0.42,0.45,0.7,0.6,0.0
wishmaster.csv,0.56,0.41,0.3,0.56,0.04,0.37,0.82,0.18,0.44,0.48,0.2,0.54,0.45,0.13,0.07,0.69
