,kdenlive.csv,jmri.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,plplot.csv,wishmaster.csv,motu.csv,projectfactory.csv,amygdala.csv,dspace-gsoc.csv,runuomondains.csv,somap.csv,tigermud.csv,hydrate.csv,cme.csv
algebsql.csv,195.5,99.0,93.5,1935.0,73.5,94.5,195.0,93.5,99.0,95.5,179.0,191.0,54.5,94.5,95.5,844.0
amygdala.csv,294.0,99.0,97.5,44.5,344.0,94.5,82.5,817.5,222.5,97.5,97.5,93.5,98.5,98.5,94.5,912.0
cme.csv,0.0,88.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.5,146.0,0.0,94.5,42.5,68.5
dspace-gsoc.csv,195.5,99.0,97.5,950.5,716.5,97.5,464.5,285.5,99.0,97.5,97.5,192.0,98.5,88.5,97.5,1993.5
hydrate.csv,290.0,99.0,97.5,1059.5,582.5,97.5,457.5,285.5,96.5,72.5,275.5,192.0,98.5,94.5,91.5,886.0
ivef-sdk.csv,195.5,99.0,95.5,55.5,519.0,97.5,292.5,0.0,368.5,89.5,97.5,214.0,98.5,88.5,70.5,1923.0
jmri.csv,96.5,99.0,1161.0,55.5,521.0,97.5,367.0,184.0,99.0,97.5,97.5,93.5,189.0,94.5,71.5,1415.5
kdenlive.csv,294.0,99.0,97.5,1915.5,607.0,97.5,96.5,285.5,96.5,97.5,97.5,192.0,98.5,94.5,97.5,644.0
motu.csv,195.0,99.0,97.5,121.0,412.5,97.5,181.0,354.0,195.5,97.5,97.5,94.5,98.5,94.5,97.5,1795.0
plplot.csv,195.0,99.0,97.5,2338.0,719.0,97.5,465.5,285.5,99.0,345.0,97.5,192.0,192.0,94.5,91.5,982.0
projectfactory.csv,189.5,99.0,97.5,388.0,1079.0,97.5,563.0,188.0,99.0,97.5,97.5,192.0,98.5,98.5,97.5,2028.0
runuomondains.csv,96.5,99.0,95.5,2338.0,721.0,97.5,367.0,285.5,99.0,97.5,97.5,94.5,95.5,94.5,97.5,1413.5
somap.csv,294.0,99.0,97.5,2411.5,1019.5,97.5,292.5,285.5,99.0,97.5,97.5,192.0,98.5,98.5,97.5,1505.0
taverna.csv,96.5,97.5,97.5,104.0,760.5,97.5,539.0,369.5,187.0,97.5,60.5,244.0,98.5,98.5,95.5,321.0
tigermud.csv,94.5,99.0,97.5,76.5,276.0,38.5,233.5,268.5,99.0,126.5,87.5,192.0,98.5,98.5,97.5,414.5
wishmaster.csv,96.5,99.0,290.0,380.0,316.5,80.5,275.5,186.5,96.5,361.0,45.5,382.0,190.0,94.5,80.5,1003.0
