,recall,precision,pf,wins
apolloplayer.csv,0.59,0.42,0.5,12
dspace-gsoc.csv,0.62,0.4,0.46,14
grisbi.csv,0.9,0.38,0.78,3
maidsafe-dht.csv,0.42,0.5,0.3,17
mesa3d.csv,0.47,0.37,0.4,9
n2cms.csv,0.64,0.35,0.49,8
nassp.csv,0.26,0.5,0.15,18
ninject.csv,0.35,0.4,0.5,6
nug.csv,0.23,0.37,0.28,11
nuttx.csv,0.32,0.4,0.19,16
oorexx.csv,0.47,0.43,0.35,15
oppna-program-hsatools.csv,0.92,0.38,0.92,0
redshell.csv,0.56,0.36,0.65,2
super-tux.csv,0.65,0.41,0.66,5
tart.csv,0.59,0.33,0.38,13
tcvp.csv,0.01,0.08,0.03,4
vdsf.csv,0.87,0.39,0.88,1
web-cat.csv,0.79,0.38,0.67,7
zabbix.csv,0.57,0.42,0.5,10
