,sabbu.csv,vxl.csv,jicarilla.csv,ossim.csv,zact.csv,optalgtoolkit.csv,projectts.csv,abbot.csv,haphazard.csv,qedo.csv,jruby.csv
abbot.csv,0.81,0.34,0.57,0.76,0.34,0.58,0.63,0.0,0.58,0.3,0.63
haphazard.csv,0.48,0.25,0.08,0.45,0.38,0.03,0.22,0.06,0.0,0.14,0.11
jicarilla.csv,0.06,0.0,0.05,0.1,0.01,0.0,0.07,0.17,0.04,0.02,0.0
jruby.csv,0.46,0.88,0.38,0.18,0.44,0.61,0.41,0.44,0.65,0.38,0.0
optalgtoolkit.csv,0.2,0.51,0.22,0.51,0.44,0.0,0.37,0.5,0.6,0.49,0.37
ossim.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0
projectts.csv,0.19,0.96,0.51,0.64,0.68,0.94,0.0,0.28,0.5,0.89,0.89
qedo.csv,0.24,0.19,0.08,0.12,0.08,0.19,0.3,0.06,0.04,0.0,0.11
sabbu.csv,0.02,0.38,0.08,0.36,0.51,0.42,0.26,0.28,0.38,0.35,0.37
vxl.csv,0.76,0.0,0.76,0.35,0.22,0.06,0.85,1.0,0.13,0.33,0.21
zact.csv,0.3,0.01,0.0,0.07,0.0,0.32,0.0,0.17,0.0,0.11,0.05
