,sabbu.csv,vxl.csv,jicarilla.csv,ossim.csv,zact.csv,optalgtoolkit.csv,projectts.csv,abbot.csv,haphazard.csv,qedo.csv,jruby.csv
abbot.csv,0.56,0.6,0.62,0.43,0.62,0.41,0.59,0.41,0.45,0.58,0.51
haphazard.csv,0.93,0.97,0.8,0.7,0.73,0.5,0.81,0.89,0.92,0.98,0.93
jicarilla.csv,0.8,0.0,0.82,0.96,0.0,0.0,0.8,0.92,0.75,0.91,0.86
jruby.csv,0.5,0.44,0.52,0.98,0.59,0.34,0.7,0.48,0.38,0.46,0.48
optalgtoolkit.csv,0.45,0.53,0.9,0.37,0.6,0.59,0.45,0.41,0.46,0.7,0.57
ossim.csv,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.69,0.0
projectts.csv,0.72,0.43,0.74,0.45,0.44,0.29,0.59,0.93,0.43,0.51,0.49
qedo.csv,0.94,0.96,0.92,0.97,0.89,0.89,0.94,0.83,0.67,0.95,0.83
sabbu.csv,0.53,0.62,0.67,0.57,0.54,0.52,0.67,0.83,0.61,0.52,0.6
vxl.csv,0.68,0.85,0.57,0.88,0.96,0.67,0.48,0.34,0.89,0.83,0.96
zact.csv,0.96,0.0,0.0,0.94,0.86,0.61,0.0,0.79,0.0,0.97,0.0
