,sabbu.csv,vxl.csv,jicarilla.csv,ossim.csv,zact.csv,optalgtoolkit.csv,projectts.csv,abbot.csv,haphazard.csv,qedo.csv,jruby.csv
abbot.csv,0.57,0.38,0.39,0.07,0.22,0.55,0.58,1.0,0.13,0.34,0.86
haphazard.csv,0.32,0.14,0.11,0.04,0.11,0.1,0.63,0.3,1.0,0.3,0.17
jicarilla.csv,0.06,0.0,0.96,0.05,0.0,0.1,0.14,0.32,0.24,0.36,0.11
jruby.csv,0.62,0.41,0.43,0.06,0.07,0.42,0.4,0.54,0.29,0.07,1.0
optalgtoolkit.csv,0.59,0.35,0.09,0.16,0.16,0.94,0.35,0.55,0.17,0.07,0.44
ossim.csv,0.0,0.0,0.0,0.97,0.0,0.0,0.05,0.0,0.0,0.0,0.0
projectts.csv,0.44,0.4,0.54,0.15,0.09,0.5,1.0,0.31,0.44,0.15,0.82
qedo.csv,0.4,0.1,0.4,0.12,0.0,0.21,0.36,0.2,0.12,0.95,0.06
sabbu.csv,0.96,0.22,0.0,0.13,0.11,0.4,0.48,0.25,0.17,0.11,0.55
vxl.csv,0.47,0.96,0.69,0.02,0.06,0.09,0.71,0.78,0.18,0.23,0.31
zact.csv,0.2,0.0,0.0,0.0,1.0,0.43,0.0,0.51,0.14,0.12,0.0
