,sabbu.csv,vxl.csv,jicarilla.csv,ossim.csv,zact.csv,optalgtoolkit.csv,projectts.csv,abbot.csv,haphazard.csv,qedo.csv,jruby.csv
abbot.csv,0.71,0.49,0.39,0.5,0.86,0.74,0.59,1.0,0.23,0.86,0.83
haphazard.csv,0.28,0.14,0.06,0.19,0.43,0.05,0.54,0.18,1.0,0.45,0.1
jicarilla.csv,0.03,0.0,0.97,0.06,0.0,0.05,0.08,0.2,0.15,0.27,0.06
jruby.csv,0.64,0.95,0.39,0.12,0.29,0.53,0.32,0.43,0.62,0.18,1.0
optalgtoolkit.csv,0.5,0.54,0.06,0.81,0.71,0.89,0.27,0.45,0.31,0.23,0.29
ossim.csv,0.0,0.0,0.0,0.94,0.0,0.0,0.03,0.0,0.0,0.0,0.0
projectts.csv,0.33,1.0,0.58,0.94,0.57,0.84,1.0,0.2,0.85,0.86,0.79
qedo.csv,0.31,0.08,0.27,0.19,0.0,0.16,0.27,0.11,0.08,0.95,0.03
sabbu.csv,0.93,0.27,0.0,0.5,0.57,0.42,0.38,0.16,0.23,0.27,0.4
vxl.csv,0.52,0.92,0.97,0.06,0.14,0.05,0.89,0.91,0.15,0.59,0.19
zact.csv,0.14,0.0,0.0,0.0,1.0,0.42,0.0,0.36,0.08,0.14,0.0
