,jicarilla.csv,bacula.csv,pentahoanalysistool.csv,foursquared.csv,bdbbasic.csv,open-data-kit.csv,yafdotnet.csv,impala.csv,turbotrader-bos.csv,ultimairis.csv,tradelink.csv,wikipediardware.csv,ng4j.csv
bacula.csv,0.41,0.72,0.5,0.54,0.51,0.74,0.49,0.18,0.53,0.44,0.37,0.71,0.37
bdbbasic.csv,0.65,0.15,0.47,0.5,0.67,0.75,0.47,0.19,0.46,0.42,0.39,0.0,0.36
foursquared.csv,0.0,0.0,0.0,0.75,0.0,0.03,0.1,0.0,0.48,0.19,0.28,0.05,0.0
impala.csv,0.72,0.62,0.35,0.43,0.31,0.54,0.46,0.35,0.39,0.42,0.34,0.67,0.37
jicarilla.csv,0.85,0.02,0.15,0.0,0.0,0.07,0.06,0.0,0.11,0.16,0.0,0.0,0.06
ng4j.csv,0.11,0.66,0.54,0.62,0.59,0.59,0.61,0.09,0.54,0.42,0.35,0.52,0.63
open-data-kit.csv,0.39,0.6,0.5,0.51,0.44,0.84,0.62,0.14,0.53,0.47,0.38,0.72,0.45
pentahoanalysistool.csv,0.33,0.45,0.59,0.61,0.46,0.51,0.25,0.13,0.29,0.17,0.13,0.72,0.34
tradelink.csv,0.56,0.59,0.49,0.53,0.38,0.74,0.52,0.21,0.48,0.22,0.52,0.27,0.46
turbotrader-bos.csv,0.0,0.71,0.5,0.54,0.59,0.32,0.38,0.16,0.65,0.29,0.35,0.3,0.41
ultimairis.csv,0.42,0.81,0.55,0.56,0.53,0.75,0.53,0.18,0.56,0.63,0.32,0.84,0.48
wikipediardware.csv,0.5,0.8,0.57,0.53,0.49,0.76,0.6,0.2,0.51,0.42,0.27,0.82,0.42
yafdotnet.csv,0.09,0.68,0.39,0.52,0.41,0.57,0.67,0.16,0.52,0.49,0.24,0.19,0.41
